,category_de,name_de,algorithmus,description,statistical_basis,category_nl,name_nl,algorithmus_nl,description_nl,statistical_basis_nl
264,Privateinkommen und private Schulden,Einzelhandelsrelevante Kaufkraft,Einzelhandelsrelevante Kaufkraft <Zeitpunkt> / E <Zeitpunkt>,"Die einzelhandelsrelevante Kaufkraft resultiert aus den Anteilen des verfügbaren Einkommens, die der Wohnbevölkerung eines bestimmten Gebietes für Ausgaben im Einzelhandel zur Verfügung stehen. Die Kaufkraft beschreibt das verfügbare Einkommen der Wohnbevölkerung. Basis ist die Erfassung des Nettoeinkommens der privaten Haushalte. Neben dem Erwerbseinkommen zählen dazu bspw. auch Renten, Arbeitslosengeld, Transferleistungen (Hartz IV, Arbeitslosengeld), Kindergeld, Einkommen aus Vermietung und Verpachtung oder Kapitaleinkünfte. Gesetzliche Sozialbeiträge und bezahlte Steuern zählen nicht hierunter. Die Kaufkraft wird am Wohnort erfasst und sagt somit nicht aus, wo das verfügbare Geld ausgegeben wird. Da die Kaufkraft nicht von der amtlichen Statistik von Bund und Ländern erfasst wird, muss hierzu auf private Anbieter mit individuellen Berechnungs- bzw. Schätzmethoden zurückgegriffen werden. Zeitvergleiche sind daher immer potenziellen Änderungen in der Berechnungsmethode unterworfen.",Nexiga GmbH Marktdaten,Privé-inkomen en particuliere schuld,Koopkracht in de detailhandel,Koopkracht in de detailhandel < tijdpunt> / E < tijdpunt>,"De koopkracht van de detailhandel is het resultaat van het aandeel van het beschikbare inkomen dat de woonbevolking van een bepaald gebied ter beschikking staat voor uitgaven in de detailhandel. De koopkracht beschrijft het beschikbare inkomen van de woonbevolking. Op basis daarvan wordt het netto-inkomen van de huishoudens geregistreerd. Naast het inkomen uit arbeid omvat dit inkomen ook pensioenen, werkloosheidsuitkeringen, transfers (hardz IV, werkloosheidsuitkeringen), kinderbijslagen, inkomsten uit verhuur en verhuur of kapitaalinkomsten. Wettelijke sociale premies en betaalde belastingen vallen hier niet onder. De koopkracht wordt in de woonplaats geregistreerd en geeft dus niet uit waar het beschikbare geld wordt uitgegeven. Aangezien de koopkracht niet onder de officiële statistieken van de Bond en de landen valt, moet hiervoor gebruik worden gemaakt van particuliere aanbieders met behulp van individuele berekenings- of schattingsmethoden. Tijdvergelijkingen zijn derhalve altijd onderhevig aan mogelijke wijzigingen in de berekeningsmethode.",Nexiga GmbH Marktgegevens
265,Privateinkommen und private Schulden,Haushaltseinkommen,verfügbares Einkommen der privaten Haushalte <Zeitpunkt> / E <Zeitpunkt>,"Das verfügbare Einkommen ist als der Betrag zu verstehen, der den privaten Haushalten für Konsumzwecke oder zur Ersparnisbildung zur Verfügung steht. Es ergibt sich dadurch, dass dem Primäreinkommen die monetären Sozialleistungen (Rente, Arbeitslosenhilfe, Kindergeld etc.) sowie die sonstigen laufenden Transfers hinzugefügt werden und die Sozialbeiträge und die sonstigen laufenden Transfers sowie Einkommens- und andere Steuern, die von den privaten Haushalten zu leisten sind, abgezogen werden. Das Primäreinkommen enthält die Einkommen aus Erwerbstätigkeit und Vermögen, die den inländischen privaten Haushalten zugeflossen sind (z.B. Selbständigeneinkommen, Arbeitnehmerentgelt). Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Volkswirtschaftliche Gesamtrechnung der Länder,Privé-inkomen en particuliere schuld,Inkomen uit huishoudens,Beschikbaar inkomen van huishoudens <tijdpunt> / E <tijdpunt>,"Het beschikbare inkomen moet worden beschouwd als het bedrag dat beschikbaar is voor huishoudens voor consumptiedoeleinden of voor besparingen. Het resultaat is dat aan het primaire inkomen de monetaire uitkeringen (pensioenen, werkloosheidsuitkeringen, kinderbijslagen, enz.) en de overige inkomensoverdrachten worden toegevoegd en dat de sociale premies en andere inkomensoverdrachten en andere inkomens- en andere belastingen die door de huishoudens moeten worden betaald, worden afgetrokken. Het primaire inkomen omvat het inkomen uit arbeid en vermogen dat aan de binnenlandse huishoudens wordt toegerekend (bv. inkomen uit zelfstandigen, beloning van werknemers). Bij de bevolking moet worden opgemerkt dat de cijfers vóór 2011 betrekking hebben op de actualisering op basis van de volkstelling 1987 (BRD) en 1981 (DDR) en vanaf 2011 op de actualisering op basis van Census 2011.",Nationale rekeningen van de landen
266,Privateinkommen und private Schulden,Verbraucherinsolvenzverfahren Gläubigerforderungen,Voraussichtliche Forderungen in Verbraucherinsolvenzverfahren <Zeitpunkt> / Verbraucherinsolvenzverfahren <Zeitpunkt>,"Insolvenzverfahren dienen dazu, die Gläubiger eines Schuldners gemeinschaftliche zu befriedigen, indem das Vermögen des Schuldners verwertet und der Erlös verteilt oder in einem Insolvenzplan eine abweichende Regelung insbesondere zum Erhalt des Unternehmens getroffen wird. Verbraucherinsolvenzverfahren stellen ein vereinfachtes Insolvenzverfahren dar, welches außerdem seit 2001 auch für ehemals selbstständig Tätige deren Verhätlnisse überschaubar sind (d.h. weniger als 20 Gläubiger und keine Verbindlichkeiten durch Arbeitsverhältnisse) zur Anwendung kommt. Übrige Schuldner (keine Unternehmensinsolvenzen) setzen sich aus Verbrauchern, ehemals selbständig Tätigen sowie anderen Schuldnern (Nachlässe und natürliche Personen als Gesellschafter o.ä.) zusammen.",Statistik über beantragte Insolvenzverfahren des Bundes und der Länder,Privé-inkomen en particuliere schuld,Consumenteninsolventieprocedures Vorderingen van schuldeisers,Verwachte vorderingen in consumentenprocedures < tijdstip> / Consumenteninsolventieprocedure < tijdstip>,"Insolventieprocedures zijn bedoeld om de schuldeisers van een schuldenaar gemeenschappelijke voldoening te geven door het vermogen van de schuldenaar te exploiteren en de opbrengst te verdelen of door een andere regeling te treffen in een insolventieplan, met name om de onderneming te behouden. Consumenteninsolventieprocedures zijn een vereenvoudigde insolventieprocedure, die ook sinds 2001 van toepassing is op voormalige zelfstandigen waarvan de verbintenissen beheersbaar zijn (d.w.z. minder dan 20 schuldeisers en geen arbeidsverplichtingen). Andere debiteuren (geen bedrijfsinsolventie) bestaan uit consumenten, voormalige zelfstandigen en andere debiteuren (kortingen en natuurlijke personen als vennoten, enz.).",Statistieken over aanvragen voor insolventieprocedures van de federale overheid en de deelstaten
267,Privateinkommen und private Schulden,Medianeinkommen,Medianeinkommen der sozialversicherungspflichtig Vollzeitbeschäftigten in €,"Median der monatlichen Bruttoarbeitsentgelte von sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Privé-inkomen en particuliere schuld,Mediaan inkomen,Mediaan inkomen van de sociale zekerheidsplichtige fulltime werknemers in €,"Mediaan van de maandelijkse bruto-arbeidsvergoedingen voor voltijdwerkers die een sociale verzekering moeten betalen op de werkplek. De mediaan (inclusief de centrale waarde) geeft de gemiddelde waarde van een van de waarden na gesorteerde verdeling van de meetwaarden aan en deelt daarmee de gegevens in twee gelijke delen. De gemiddelde waarde (inclusief de gemiddelde waarde) is dus robuuster dan de gemiddelde waarde van een van de waarden na een gesorteerde verdeling van de meetwaarden. Vergelijkingen met voorgaande jaren zijn niet of slechts beperkt mogelijk vanwege een nieuwe procedure die in 2011 is ingevoerd en waarbij werkgevers hun volledige en deeltijdse arbeidsdeelname aan de BA doorgeven. De informatie over de inhoud van de nieuwe enquêteprocedure was niet tegelijkertijd beschikbaar op een bepaalde datum, maar er was een overgangsperiode van twee jaar.",Statistieken van het Federaal Agentschap voor de Arbeid
268,Privateinkommen und private Schulden,Verbraucherinsolvenzverfahren,Insolvenzverfahren Verbraucher <Zeitpunkt> / E 18 Jahre und älter <Zeitpunkt> x 1.000,"Insolvenzverfahren dienen dazu, die Gläubiger eines Schuldners gemeinschaftliche zu befriedigen, indem das Vermögen des Schuldners verwertet und der Erlös verteilt oder in einem Insolvenzplan eine abweichende Regelung insbesondere zum Erhalt des Unternehmens getroffen wird. Verbraucherinsolvenzverfahren stellen ein vereinfachtes Insolvenzverfahren dar, welches außerdem seit 2001 auch für ehemals selbstständig Tätige deren Verhätlnisse überschaubar sind (d.h. weniger als 20 Gläubiger und keine Verbindlichkeiten durch Arbeitsverhältnisse) zur Anwendung kommt. Übrige Schuldner (keine Unternehmensinsolvenzen) setzen sich aus Verbrauchern, ehemals selbständig Tätigen sowie anderen Schuldnern (Nachlässe und natürliche Personen als Gesellschafter o.ä.) zusammen. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik über beantragte Insolvenzverfahren des Bundes und der Länder,Privé-inkomen en particuliere schuld,Consumenteninsolventieprocedures,Insolventieprocedures Consumenten <Tijdpunt> / E 18 jaar en ouder <Tijdpunt> x 1.000,"Insolventieprocedures zijn bedoeld om de schuldeisers van een debiteur gemeenschappelijke voldoening te geven door het vermogen van de debiteur te exploiteren en de opbrengst te verdelen of door een andere regeling te treffen in een insolventieplan, met name om de onderneming in stand te houden. Consumenteninsolventieprocedures zijn een vereenvoudigde insolventieprocedure, die bovendien sinds 2001 ook kan worden toegepast op voormalige zelfstandigen waarvan de schulden (d.w.z. minder dan 20 schuldeisers en geen schulden uit arbeidsovereenkomsten) beheersbaar zijn. Andere debiteuren (geen bedrijfsinsolventie) bestaan uit consumenten, voormalige zelfstandigen en andere debiteuren (kortingen en natuurlijke personen als aandeelhouders, enz.) samen. Bij de bevolking moet worden opgemerkt dat de cijfers vóór 2011 betrekking hebben op de actualisering op basis van de volkstelling 1987 (BRD) en 1981 (DDR) en vanaf 2011 op de actualisering op basis van de Zensus 2011.",Statistieken over aanvragen voor insolventieprocedures van de federale overheid en de deelstaten
269,Privateinkommen und private Schulden,Anteil Selbständige an Insolvenzen,Ehemals Selbständige in Insolvenzverfahren übriger Schuldner <Zeitpunkt> / Insolvenzverfahren übriger Schuldner x 100,"Insolvenzverfahren dienen dazu, die Gläubiger eines Schuldners gemeinschaftliche zu befriedigen, indem das Vermögen des Schuldners verwertet und der Erlös verteilt oder in einem Insolvenzplan eine abweichende Regelung insbesondere zum Erhalt des Unternehmens getroffen wird. Verbraucherinsolvenzverfahren stellen ein vereinfachtes Insolvenzverfahren dar, welches außerdem seit 2001 auch für ehemals selbstständig Tätige deren Verhätlnisse überschaubar sind (d.h. weniger als 20 Gläubiger und keine Verbindlichkeiten durch Arbeitsverhältnisse) zur Anwendung kommt. Übrige Schuldner (keine Unternehmensinsolvenzen) setzen sich aus Verbrauchern, ehemals selbständig Tätigen sowie anderen Schuldnern (Nachlässe und natürliche Personen als Gesellschafter o.ä.) zusammen.",Statistik über beantragte Insolvenzverfahren des Bundes und der Länder,Privé-inkomen en particuliere schuld,Aandeel zelfstandigen in insolventies,Voormalige zelfstandige in insolventieprocedures resterende debiteur < tijdstip> / insolvabiliteitsprocedure resterende debiteur x 100,"Insolventieprocedures zijn bedoeld om de schuldeisers van een schuldenaar gemeenschappelijke voldoening te geven door het vermogen van de schuldenaar te exploiteren en de opbrengst te verdelen of door een andere regeling te treffen in een insolventieplan, met name om de onderneming te behouden. Consumenteninsolventieprocedures zijn een vereenvoudigde insolventieprocedure, die ook sinds 2001 van toepassing is op voormalige zelfstandigen waarvan de verbintenissen beheersbaar zijn (d.w.z. minder dan 20 schuldeisers en geen arbeidsverplichtingen). Andere debiteuren (geen bedrijfsinsolventie) bestaan uit consumenten, voormalige zelfstandigen en andere debiteuren (kortingen en natuurlijke personen als vennoten, enz.).",Statistieken over aanvragen voor insolventieprocedures van de federale overheid en de deelstaten
270,Privateinkommen und private Schulden,Schuldnerquote,Private Schuldner <Zeitpunkt> / E 18 Jahre und älter <Zeitpunkt> x 100,"Eine private Überschuldung liegt dann vor, wenn der Schuldner die Summe seiner fälligen Zahlungsverpflichtungen auch in absehbarer Zeit nicht begleichen kann und ihm zur Deckung seines Lebensunterhaltes weder Vermögen noch Kreditmöglichkeiten zur Verfügung stehen. Kurz: Die zu leistenden Gesamtausgaben sind höher als die Einnahmen. Die Negativmerkmale setzen sich zusammen aus den aktuell vorliegenden juristischen Sachverhalten (Daten aus den amtlichen Schuldnerverzeichnissen – früher: Haftanordnung und Eidesstattliche Versicherung – und Privatinsolvenzen), unstrittigen Inkasso-Fällen von Creditreform gegenüber Privatpersonen und nachhaltigen Zahlungsstörungen. Nachhaltige Zahlungsstörungen werden in einer Minimaldefinition abgegrenzt durch den Tatbestand von mindestens zwei, meist aber mehreren vergeblichen Mahnungen mehrerer Gläubiger. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Schuldneratlas Deutschland des Verbands der Vereine creditreform e.V.,Privé-inkomen en particuliere schuld,Debiteurenratio,Particuliere debiteuren <Tijdpunt> / E 18 jaar en ouder <Tijdpunt> x 100,"Er is sprake van een particuliere overmatige schuldenlast wanneer de debiteur de som van zijn verschuldigde betalingsverplichtingen ook in de nabije toekomst niet kan aflossen en hij niet over middelen of kredietmogelijkheden beschikt om zijn levensonderhoud te dekken. Kort: de totale uitgaven zijn hoger dan de inkomsten. De negatieve kenmerken zijn samengesteld uit de huidige juridische feiten (gegevens uit de officiële schuldenarenlijsten eerder: bewaringsbevel en eedgetrouwe verzekering en particuliere insolventies), niet-betwiste incass-gevallen van krediethervorming ten opzichte van particulieren en duurzame betalingsproblemen. Duurzame betalingsproblemen worden in een minimumdefinitie gedefinieerd door ten minste twee, maar meestal meerdere vergeefse aanmaningen van meerdere schuldeisers. Bij de bevolking dient te worden opgemerkt dat de cijfers vóór 2011 betrekking hebben op de actualisering op basis van de volkstelling 1987 (BRD) en 1981 (DDR) en vanaf 2011 op de actualisering op basis van het Zensus 2011.",Debitatlas Duitsland van de Vereniging van Verene creditreform e.V.
271,Privateinkommen und private Schulden,Medianeinkommen Frauen,Medianeinkommen der sozialversicherungspflichtig vollzeitbeschäftigten Frauen in €,"Median der monatlichen Bruttoarbeitsentgelte von weiblichen sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Frauen (deutlich) von der Gesamtsituation abweichen kann. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Privé-inkomen en particuliere schuld,Mediaan inkomen Vrouwen,Mediaan inkomen van voltijdse vrouwen die verplicht zijn tot sociale verzekering in euro's,"Mediaan van de maandelijkse bruto-arbeidsvergoedingen van vrouwelijke werknemers die verplicht zijn tot sociale verzekering op de werkplek. De mediaan (inclusief de centrale waarde) geeft de gemiddelde waarde van een van de waarden na gesorteerde verdeling van de gemeten waarden aan en deelt daarmee de gegevens in twee gelijke delen. De gemiddelde waarde is dus sterker dan het rekenkundig gemiddelde dan de gemiddelde waarde van uitschieters. De seksegedifferentieerde indicator geeft aan dat de uitdrukking voor de groep vrouwen (duidelijk) van de algemene situatie kan afwijken. Vergelijkingen met de voorgaande jaren zijn niet of slechts beperkt mogelijk vanwege een nieuwe procedure die in 2011 door werkgevers is ingevoerd om hun volledige en deeltijdse arbeidsdeelname aan de BA door te geven. De informatie over de inhoud van de nieuwe enquêteprocedure was niet tegelijkertijd beschikbaar op een bepaalde datum, maar er was een overgangsperiode van twee jaar.",Statistieken van het Federaal Agentschap voor de Arbeid
272,Privateinkommen und private Schulden,Medianeinkommen Männer,Medianeinkommen der sozialversicherungspflichtig vollzeitbeschäftigten Männer  in €,"Median der monatlichen Bruttoarbeitsentgelte von männlichen sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Privé-inkomen en particuliere schuld,Mediaan inkomen Mannen,Mediaan inkomen van voltijdse mannen die verplicht zijn tot sociale verzekering in €,"Mediaan van de maandelijkse bruto-arbeidsvergoedingen van mannelijke sociale verzekerden Voltijdse werknemers op de arbeidsplaats. De mediaan (inclusief centrale waarde) geeft de gemiddelde waarde van een van de grootte na gesorteerde verdeling van de meetwaarden aan, zodat de gegevens in twee gelijke delen worden verdeeld. De mediaan (inclusief de gemiddelde waarde) is dus robuuster ten opzichte van uitschieters in vergelijking met het rekenkundig gemiddelde. De seksegedifferentieerde indicator geeft aan dat de uitdrukking voor de groep mannen (duidelijk) van de algemene situatie kan afwijken. Vergelijkingen met voorgaande jaren zijn niet of slechts beperkt mogelijk vanwege een nieuwe procedure die in 2011 door de werkgevers is ingevoerd om hun volledige en parttime werk aan de BA door te geven. De informatie over de inhoud van de nieuwe enquêteprocedure was niet tegelijkertijd beschikbaar op een bepaalde datum, maar er was een overgangsperiode van twee jaar.",Statistieken van het Federaal Agentschap voor de Arbeid
273,Privateinkommen und private Schulden,Medianeinkommen 25 bis unter 55-Jährige,Medianeinkommen der sozialversicherungspflichtig Vollzeitbeschäftigten 25 bis < 55 Jahre in €,"Median der monatlichen Bruttoarbeitsentgelte von sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort im Alter von 25 bis unter 55 Jahren. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Privé-inkomen en particuliere schuld,Mediaan inkomen 25- tot jonger dan 55-jarigen,Mediaan inkomen van de sociale zekerheidsplichtige fulltime werknemers 25 tot < 55 jaar in €,"Mediaan van de maandelijkse bruto-arbeidsvergoedingen van werknemers die verplicht zijn tot sociale verzekering op de werkplek van 25 tot minder dan 55 jaar. De mediaan (inclusief centrale waarde) geeft de gemiddelde waarde van één van de grootte na gesorteerde verdeling van de meetwaarden aan en deelt daarmee de gegevens in twee gelijke delen. De mediaan (inclusief de gemiddelde waarde) is dus robuuster dan de gemiddelde waarde van de uitschieters. De seksegedifferentieerde indicator geeft aan dat de uitdrukking voor de groep mannen (duidelijk) van de totale situatie kan afwijken. Vergelijkingen met de voorgaande jaren zijn niet of slechts beperkt mogelijk vanwege een nieuwe procedure die in 2011 door werkgevers is ingevoerd om hun volledige en deeltijdse werk aan de BA door te geven. De informatie over de inhoud van de nieuwe enquêteprocedure was niet op een bepaalde datum beschikbaar, maar er was een overgangsperiode van twee jaar.",Statistieken van het Federaal Agentschap voor de Arbeid
274,Privateinkommen und private Schulden,Medianeinkommen 55 bis unter 65-Jährige,Medianeinkommen der sozialversicherungspflichtig Vollzeitbeschäftigten 55 bis < 65 Jahre in €,"Median der monatlichen Bruttoarbeitsentgelte von sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort im Alter von 55 bis unter 65 Jahren. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Privé-inkomen en particuliere schuld,Mediaan inkomen 55 tot jonger dan 65 jaar,Mediaan inkomen van de sociale zekerheidsplichtige fulltime werknemers 55 tot < 65 jaar in €,"Mediaan van de maandelijkse bruto-arbeidsvergoedingen van werknemers die verplicht zijn tot sociale verzekering op de werkplek van 55 tot minder dan 65 jaar. De mediaan (inclusief centrale waarde) geeft de gemiddelde waarde van één van de grootte na gesorteerde verdeling van de meetwaarden aan en deelt daarmee de gegevens in twee gelijke delen. De mediaan (inclusief de gemiddelde waarde) is dus robuuster dan de gemiddelde waarde van de uitschieters. De seksegedifferentieerde indicator geeft aan dat de uitdrukking voor de groep mannen (duidelijk) van de totale situatie kan afwijken. Vergelijkingen met de voorgaande jaren zijn niet of slechts beperkt mogelijk vanwege een nieuwe procedure die in 2011 door werkgevers is ingevoerd om hun volledige en deeltijdse werk aan de BA door te geven. De informatie over de inhoud van de nieuwe enquêteprocedure was niet op een bepaalde datum beschikbaar, maar er was een overgangsperiode van twee jaar.",Statistieken van het Federaal Agentschap voor de Arbeid
275,Privateinkommen und private Schulden,Medianeinkommen anerkannter Berufsabschluss,Medianeinkommen der sozialversicherungspflichtig Vollzeitbeschäftigten mit anerkanntem Berufsabschluss in €,"Median der monatlichen Bruttoarbeitsentgelte von sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort mit anerkanntem, nicht akademischen Berufsabschluss. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Privé-inkomen en particuliere schuld,Mediaan inkomen van erkende beroepsopleidingen,Mediaan inkomen van de socialezekerheidsplichtige fulltime werknemers met een erkende beroepskwalificatie in €,"Mediaan van de maandelijkse bruto-arbeidsvergoedingen van werknemers die verplicht zijn tot sociale verzekering op de werkplek met een erkende en niet-academische beroepskwalificatie. De mediaan (inclusief centrale waarde) geeft de gemiddelde waarde van een van de afmetingen na gesorteerde verdeling van de gemeten waarden aan en deelt daarmee de gegevens in twee gelijke helften. Daarom is de gemiddelde waarde in vergelijking met het rekenkundig gemiddelde robuuster ten opzichte van uitschieters. De seksegedifferentieerde indicator geeft aan dat de uitdrukking voor de groep mannen (duidelijk) van de totale situatie kan afwijken. Vergelijkingen met de voorgaande jaren zijn niet of slechts beperkt mogelijk vanwege een nieuwe procedure die in 2011 door werkgevers is ingevoerd om hun volledige en deeltijdse arbeidsdeelname aan de BA door te geven. De informatie over de inhoud van de nieuwe enquêteprocedure was niet tegelijkertijd beschikbaar op een bepaalde datum, maar er was een overgangsperiode van twee jaar.",Statistieken van het Federaal Agentschap voor de Arbeid
276,Privateinkommen und private Schulden,Medianeinkommen akademischer Berufsabschluss,Medianeinkommen der sozialversicherungspflichtig Vollzeitbeschäftigten mit akademischem Berufsabschluss in €,"Median der monatlichen Bruttoarbeitsentgelte von sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort mit akademischen Berufsabschluss. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Privé-inkomen en particuliere schuld,Mediaan inkomen van het hoger beroepsonderwijs,Mediaan inkomen van de sociale zekerheidsplichtige fulltime werknemers met een academische opleiding in €,"Mediaan van de maandelijkse bruto-arbeidsvergoedingen van werknemers die verplicht zijn tot sociale verzekering op de werkplek met een academische opleiding. De mediaan (met inbegrip van de centrale waarde) geeft de gemiddelde waarde van een van de waarden na gesorteerde verdeling van de meetwaarden aan en deelt daarmee de gegevens in twee gelijke delen. Dit betekent dat de gemiddelde waarde sterker is dan de rekenkundige gemiddelde waarde ten opzichte van uitschieters. De seksegedifferentieerde indicator geeft aan dat de betekenis voor de groep mannen (duidelijk) van de algemene situatie kan afwijken. Vergelijkingen met de voorgaande jaren zijn niet of slechts beperkt mogelijk vanwege een nieuwe procedure die in 2011 door werkgevers is ingevoerd om hun volledige en deeltijdse werk aan de BA door te geven. De informatie over de inhoud van de nieuwe enquêteprocedure was niet tegelijkertijd beschikbaar op een bepaalde datum, maar er was een overgangsperiode van twee jaar.",Statistieken van het Federaal Agentschap voor de Arbeid
