,select,category,category_de,category_nl,name,name_de,name_nl,source_de,source_id_de,source_nl,source_id_nl,Zeitbezug_min,Zeitbezug_max,Gemeinden,Gemeindeverbände,Kreise
193,,Population,Bevölkerung,,Female population from 75 to less than 85 years of age,Weibliche Einwohner von 75 bis unter 85 Jahren,,Inkar,16931,,,2011,2020,,,X
194,,Population,Bevölkerung,,Intake rate,Zuzugsrate,,Inkar,17126,,,1995,2020,,,X
195,,Population,Bevölkerung,,Influx rate of women,Zuzugsrate Frauen,,Inkar,17128,,,2003,2020,,,X
196,,Population,Bevölkerung,,Influx rate Males,Zuzugsrate Männer,,Inkar,17130,,,2003,2020,,,X
197,,Education,Bildung,,Training places,Ausbildungsplätze,,Inkar,16408,,,1995,2019,,,X
198,,Education,Bildung,,Foreign vocational students,Ausländische Berufsschüler,,Inkar,17466,,,1995,2020,,,X
199,,Education,Bildung,,Foreign pupils,Ausländische Schüler,,Inkar,15149,,,1995,2020,,,X
200,,Education,Bildung,,Foreign pupils per 100 foreigners 6 to 18 years,Ausländische Schüler je 100 Ausländer 6 bis 18 Jahre,,Inkar,16467,,,2011,2020,,,X
201,,Education,Bildung,,Foreign students,Ausländische Studierende,,Inkar,15147,,,1998,2020,,X,X
202,,Education,Bildung,,Trainees,Auszubildende,,Inkar,16426,,,1995,2020,,,X
203,,Education,Bildung,,Apprentices per 100 inhabitants 15 to 25 years,Auszubildende je 100 Einwohner 15 bis 25 Jahre,,Inkar,16434,,,2010,2020,,,X
204,,Education,Bildung,,Vocational students,Berufsschüler,,Inkar,17467,,,1995,2020,,X,X
205,,Education,Bildung,,Vocational schoolgirls,Berufsschülerinnen,,Inkar,17468,,,1995,2020,,,X
206,,Education,Bildung,,Male Trainees,Männliche Auszubildende,,Inkar,16429,,,1995,2020,,,X
207,,Education,Bildung,,Male school leavers with a secondary school leaving certificate,Männliche Schulabgänger mit Hauptschulabschluss,,Inkar,16527,,,1995,2020,,,X
208,,Education,Bildung,,Male school leavers with general university entrance qualification,Männliche Schulabgänger mit allgemeiner Hochschulreife,,Inkar,14567,,,1995,2020,,,X
209,,Education,Bildung,,Male school leavers with a middle school leaving certificate,Männliche Schulabgänger mit mittlerem Abschluss,,Inkar,16531,,,2016,2020,,,X
210,,Education,Bildung,,Male school leavers without qualifications,Männliche Schulabgänger ohne Abschluss,,Inkar,14187,,,1995,2020,,,X
211,,Education,Bildung,,Male students,Männliche Studierende,,Inkar,16432,,,1995,2020,,X,X
212,,Education,Bildung,,School leavers with a secondary school leaving certificate,Schulabgänger mit Hauptschulabschluss,,Inkar,16506,,,1995,2020,,,X
213,,Education,Bildung,,School leavers with general university entrance qualification,Schulabgänger mit allgemeiner Hochschulreife,,Inkar,14149,,,1995,2020,,,X
214,,Education,Bildung,,Secondary school leavers,Schulabgänger mit mittlerem Abschluss,,Inkar,16528,,,2016,2020,,,X
215,,Education,Bildung,,School leavers without qualifications,Schulabgänger ohne Abschluss,,Inkar,14166,,,1995,2020,,,X
216,,Education,Bildung,,Pupils,Schüler,,Inkar,15148,,,1995,2020,,X,X
217,,Education,Bildung,,Students,Studierende,,Inkar,15146,,,1995,2020,,X,X
218,,Education,Bildung,,Students at FH,Studierende an FH,,Inkar,16430,,,2006,2020,,X,X
219,,Education,Bildung,,Students in the 1st semester,Studierende im 1. Semester,,Inkar,16433,,,1995,2020,,X,X
220,,Education,Bildung,,Students per 100 inhabitants 18 to 25 years,Studierende je 100 Einwohner 18 bis 25 Jahre,,Inkar,16435,,,1995,2020,,X,X
221,,Education,Bildung,,Female trainees,Weibliche Auszubildende,,Inkar,16428,,,1995,2020,,,X
222,,Education,Bildung,,Female school leavers with a secondary school leaving certificate,Weibliche Schulabgänger mit Hauptschulabschluss,,Inkar,16526,,,1995,2020,,,X
223,,Education,Bildung,,Female school leavers with general university entrance qualification,Weibliche Schulabgänger mit allgemeiner Hochschulreife,,Inkar,14146,,,1995,2020,,,X
224,,Education,Bildung,,Female middle school leavers,Weibliche Schulabgänger mit mittlerem Abschluss,,Inkar,16530,,,2016,2020,,,X
225,,Education,Bildung,,Female school leavers without qualifications,Weibliche Schulabgänger ohne Abschluss,,Inkar,14126,,,1995,2020,,,X
226,,Education,Bildung,,Female students,Weibliche Studierende,,Inkar,16431,,,1995,2020,,X,X
227,,Land use and environment,Flächennutzung und Umwelt,,Amount of waste,Abfallmenge,,Inkar,16947,,,2002,2020,,,X
228,,Land use and environment,Flächennutzung und Umwelt,,Recreational area,Erholungsfläche,,Inkar,16437,,,2016,2020,,X,X
229,,Land use and environment,Flächennutzung und Umwelt,,Recreational area per inhabitant,Erholungsfläche je Einwohner,,Inkar,15008,,,2016,2020,,X,X
230,,Land use and environment,Flächennutzung und Umwelt,,Free space,Freifläche,,Inkar,16546,,,2016,2020,,X,X
231,,Land use and environment,Flächennutzung und Umwelt,,Free area per inhabitant,Freifläche je Einwohner,,Inkar,16547,,,2016,2020,,X,X
232,,Land use and environment,Flächennutzung und Umwelt,,House and bulk waste,Haus- und Sperrmüll,,Inkar,16949,,,2007,2020,,,X
233,,Land use and environment,Flächennutzung und Umwelt,,Household waste,Haushaltsabfälle,,Inkar,16948,,,2007,2020,,,X
234,,Land use and environment,Flächennutzung und Umwelt,,Agricultural area,Landwirtschaftsfläche,,Inkar,14666,,,2016,2020,,X,X
235,,Land use and environment,Flächennutzung und Umwelt,,Area closer to nature,Naturnähere Fläche,,Inkar,16532,,,2016,2020,,X,X
236,,Land use and environment,Flächennutzung und Umwelt,,Area closer to nature per inhabitant,Naturnähere Fläche je Einwohner,,Inkar,16533,,,2016,2020,,X,X
237,,Land use and environment,Flächennutzung und Umwelt,,Organic waste,Organischer Abfall,,Inkar,16950,,,2007,2020,,,X
238,,Land use and environment,Flächennutzung und Umwelt,,Urban and transport area,Siedlungs- und Verkehrsfläche,,Inkar,16436,,,2016,2020,,X,X
239,,Land use and environment,Flächennutzung und Umwelt,,Population density in km2,Siedlungsdichte in km²,,Inkar,16407,,,2016,2020,,X,X
240,,Land use and environment,Flächennutzung und Umwelt,,Nitrogen surplus,Stickstoffüberschuss,,Inkar,17586,,,1996,2018,,,X
241,,Land use and environment,Flächennutzung und Umwelt,,Forest area,Waldfläche,,Inkar,14668,,,2016,2020,,X,X
242,,Land use and environment,Flächennutzung und Umwelt,,Water surface,Wasserfläche,,Inkar,16529,,,2016,2020,,X,X
243,,Land use and environment,Flächennutzung und Umwelt,,Recyclables,Wertstoffe,,Inkar,16951,,,2007,2020,,,X
244,,Medical and social care,Medizinische und soziale Versorgung,,General practitioners,Allgemeinärzte,,Inkar,16229,,,2015,2020,,X,X
245,,Medical and social care,Medizinische und soziale Versorgung,,Outpatient care,Ambulante Pflege,,Inkar,14486,,,2009,2019,,,X
246,,Medical and social care,Medizinische und soziale Versorgung,,Childcare rate,Betreuungsquote Kleinkinder,,Inkar,14470,,,2006,2020,,,X
247,,Medical and social care,Medizinische und soziale Versorgung,,Childcare rate for preschool children,Betreuungsquote Vorschulkinder,,Inkar,14472,,,2006,2020,,,X
248,,Medical and social care,Medizinische und soziale Versorgung,,Beneficiaries of care allowance,Empfänger von Pflegegeld,,Inkar,14488,,,2009,2019,,,X
249,,Medical and social care,Medizinische und soziale Versorgung,,Full-day care rate for young children,Ganztags-Betreuungsquote Kleinkinder,,Inkar,14471,,,2007,2018,,,X
250,,Medical and social care,Medizinische und soziale Versorgung,,Full-day care rate for preschool children,Ganztags-Betreuungsquote Vorschulkinder,,Inkar,14473,,,2007,2018,,,X
251,,Medical and social care,Medizinische und soziale Versorgung,,Family doctors,Hausärzte,,Inkar,16226,,,2015,2020,,X,X
252,,Medical and social care,Medizinische und soziale Versorgung,,Integrative day care facilities,Integrative Kindertageseinrichtungen,,Inkar,14476,,,2007,2020,,,X
253,,Medical and social care,Medizinische und soziale Versorgung,,Internalists,Internisten,,Inkar,16230,,,2015,2020,,X,X
254,,Medical and social care,Medizinische und soziale Versorgung,,Children of foreign origin in day care facilities,Kinder ausländischer Herkunft in Tageseinrichtungen,,Inkar,14474,,,2009,2018,,,X
255,,Medical and social care,Medizinische und soziale Versorgung,,Pediatricians,Kinderärzte,,Inkar,16227,,,2015,2020,,X,X
256,,Medical and social care,Medizinische und soziale Versorgung,,Hospital beds,Krankenhausbetten,,Inkar,15492,,,2004,2020,,,X
257,,Medical and social care,Medizinische und soziale Versorgung,,Nursing staff,Personal in Pflegediensten,,Inkar,17628,,,2009,2019,,,X
258,,Medical and social care,Medizinische und soziale Versorgung,,Staff in nursing homes,Personal in Pflegeheimen,,Inkar,17627,,,2009,2019,,,X
259,,Medical and social care,Medizinische und soziale Versorgung,,Persons in need of care,Pflegebedürftige,,Inkar,15495,,,2009,2019,,,X
260,,Medical and social care,Medizinische und soziale Versorgung,,Nursing homes,Pflegeheimplätze,,Inkar,14489,,,2003,2019,,,X
261,,Medical and social care,Medizinische und soziale Versorgung,,Educational staff in day care facilities,Pädagogisches Personal in Tageseinrichtungen,,Inkar,14475,,,2010,2020,,,X
262,,Medical and social care,Medizinische und soziale Versorgung,,Stationary care,Stationäre Pflege,,Inkar,14487,,,2009,2019,,,X
263,,Medical and social care,Medizinische und soziale Versorgung,,Doctors,Ärzte,,Inkar,16228,,,2015,2020,,X,X
264,,Private income and debt,Privateinkommen und private Schulden,,Share of self-employed in insolvencies,Anteil Selbständige an Insolvenzen,,Inkar,17168,,,2007,2020,,,X
265,,Private income and debt,Privateinkommen und private Schulden,,Volume of work,Arbeitsvolumen,,Inkar,17477,,,2000,2020,,,X
266,,Private income and debt,Privateinkommen und private Schulden,,Gross earnings,Bruttoverdienst,,Inkar,17478,,,2000,2020,,,X
267,,Private income and debt,Privateinkommen und private Schulden,,Gross earnings in total industry,Bruttoverdienst im Produzierenden Gewerbe,,Inkar,17479,,,2000,2020,,,X
268,,Private income and debt,Privateinkommen und private Schulden,,Retail purchasing power,Einzelhandelsrelevante Kaufkraft,,Inkar,10786,,,2015,2020,,X,X
269,,Private income and debt,Privateinkommen und private Schulden,,High-income households,Haushalte mit hohem Einkommen,,Inkar,18388,,,2013,2020,,X,X
270,,Private income and debt,Privateinkommen und private Schulden,,Medium-income households,Haushalte mit mittlerem Einkommen,,Inkar,18387,,,2013,2020,,X,X
271,,Private income and debt,Privateinkommen und private Schulden,,Low-income households,Haushalte mit niedrigem Einkommen,,Inkar,18386,,,2013,2020,,X,X
272,,Private income and debt,Privateinkommen und private Schulden,,Household income,Haushaltseinkommen,,Inkar,14709,,,2000,2019,,,X
273,,Private income and debt,Privateinkommen und private Schulden,,Purchasing power,Kaufkraft,,Inkar,17707,,,2013,2020,,X,X
274,,Private income and debt,Privateinkommen und private Schulden,,Median income,Medianeinkommen,,Inkar,17134,,,2014,2020,,,X
275,,Private income and debt,Privateinkommen und private Schulden,,Median income 25 to under 55 years of age,Medianeinkommen 25 bis unter 55-Jährige,,Inkar,17297,,,2014,2020,,,X
276,,Private income and debt,Privateinkommen und private Schulden,,Median income 55 to under 65,Medianeinkommen 55 bis unter 65-Jährige,,Inkar,17298,,,2014,2020,,,X
277,,Private income and debt,Privateinkommen und private Schulden,,Median income Women,Medianeinkommen Frauen,,Inkar,17295,,,2014,2020,,,X
278,,Private income and debt,Privateinkommen und private Schulden,,Median income Males,Medianeinkommen Männer,,Inkar,17296,,,2014,2020,,,X
279,,Private income and debt,Privateinkommen und private Schulden,,Median income of academic qualifications,Medianeinkommen akademischer Berufsabschluss,,Inkar,17300,,,2014,2020,,,X
280,,Private income and debt,Privateinkommen und private Schulden,,Median income of recognised professional qualifications,Medianeinkommen anerkannter Berufsabschluss,,Inkar,17299,,,2014,2020,,,X
281,,Private income and debt,Privateinkommen und private Schulden,,Debtor ratio,Schuldnerquote,,Inkar,17188,,,2004,2019,,,X
282,,Private income and debt,Privateinkommen und private Schulden,,Consumer insolvency procedures,Verbraucherinsolvenzverfahren,,Inkar,17166,,,2007,2020,,,X
283,,Private income and debt,Privateinkommen und private Schulden,,Consumer insolvency proceedings Creditor claims,Verbraucherinsolvenzverfahren Gläubigerforderungen,,Inkar,16011,,,2007,2020,,,X
284,,Means of spatial impact,Raumwirksame Mittel,,Labour Market Policy Aids of the BA for Labour (short term),Arbeitsmarktpolitische Hilfen der BA für Arbeit (kurzfristig),,Inkar,17183,,,2019,2020,,,X
285,,Means of spatial impact,Raumwirksame Mittel,,Labour market policy assistance from the BA for labour (long-term),Arbeitsmarktpolitische Hilfen der BA für Arbeit (langfristig),,Inkar,17176,,,2019,2020,,,X
286,,Means of spatial impact,Raumwirksame Mittel,,Direct support for projects (in the short term),Direkte Projektförderung (kurfristig),,Inkar,17184,,,2019,2020,,,X
287,,Means of spatial impact,Raumwirksame Mittel,,Direct project support (long term),Direkte Projektförderung (langfristig),,Inkar,17177,,,2019,2020,,,X
288,,Means of spatial impact,Raumwirksame Mittel,,"GRW, area of promotion of the commercial economy (short term)","GRW, Bereich Förderung der gewerblichen Wirtschaft (kurzfristig)",,Inkar,17178,,,2019,2020,,,X
289,,Means of spatial impact,Raumwirksame Mittel,,"GRW, area of promotion of the business economy (long term)","GRW, Bereich Förderung der gewerblichen Wirtschaft (langfristig)",,Inkar,17173,,,2019,2020,,,X
290,,Means of spatial impact,Raumwirksame Mittel,,"GRW, area of promotion of economic infrastructure (short term)","GRW, Bereich Förderung wirtschaftsnaher Infrastruktur (kurzfristig)",,Inkar,17180,,,2019,2020,,,X
291,,Means of spatial impact,Raumwirksame Mittel,,"GRW, area of promotion of economic infrastructure (long term)","GRW, Bereich Förderung wirtschaftsnaher Infrastruktur (langfristig)",,Inkar,17174,,,2019,2020,,,X
292,,Means of spatial impact,Raumwirksame Mittel,,Promotion of higher education (short term),Hochschulförderung (kurzfristig),,Inkar,17182,,,2019,2020,,,X
293,,Means of spatial impact,Raumwirksame Mittel,,Higher education (long term),Hochschulförderung (langfristig),,Inkar,17175,,,2019,2020,,,X
294,,Means of spatial impact,Raumwirksame Mittel,,Urban development (short term),Städtebauförderung (kurzfristig),,Inkar,17169,,,2019,2020,,,X
295,,Means of spatial impact,Raumwirksame Mittel,,Urban development (long term),Städtebauförderung (langfristig),,Inkar,17607,,,2019,2020,,,X
296,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Amount of waste,Abfallmenge,,Inkar,160400,,,2002,2020,,,X
297,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Replenishment,Aufstocker,,Inkar,160240,,,2007,2020,,,X
298,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Employees at the AO with an academic degree,Beschäftigte am AO mit akademischem Berufsabschluss,,Inkar,160260,,,2012,2020,,,X
299,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Employment rate,Beschäftigtenquote,,Inkar,160220,,,1997,2020,,X,X
300,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Employment rate Foreigners,Beschäftigtenquote Ausländer,,Inkar,160280,,,2011,2020,,,X
301,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Childcare rate,Betreuungsquote Kleinkinder,,Inkar,160150,,,2006,2020,,,X
302,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Broadband,Breitbandversorgung,,Inkar,160270,,,2017,2020,,X,X
303,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Gross domestic product per inhabitant,Bruttoinlandsprodukt je Einwohner,,Inkar,160200,,,2000,2020,,,X
304,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Naturalisations per foreigner,Einbürgerungen je Ausländer,,Inkar,160290,,,2015,2020,,,X
305,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Recipients of basic insurance in old age (old age poverty),Empfänger von Grundsicherung im Alter (Altersarmut),,Inkar,160030,,,2008,2019,,,X
306,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Recreational area per inhabitant,Erholungsfläche je Einwohner,,Inkar,160370,,,2016,2020,,X,X
307,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Manufactured residential buildings with renewable heating energy,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie,,Inkar,160380,,,2016,2020,,,X
308,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,New land use,Flächenneuinanspruchnahme,,Inkar,160350,,,2017,2020,,X,X
309,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Share of women in city councils and district councils,Frauenanteil in Stadträten und Kreistagen,,Inkar,160190,,,2013,2019,,,X
310,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Integrative day care facilities,Integrative Kindertageseinrichtungen,,Inkar,160160,,,2007,2020,,,X
311,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Cash outflows,Kassenkredite,,Inkar,160420,,,2010,2020,,,X
312,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Child poverty,Kinderarmut,,Inkar,160020,,,2016,2020,,,X
313,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Hospital care,Krankenhausversorgung,,Inkar,160080,,,2004,2020,,,X
314,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Long-term unemployed,Langzeitarbeitslose,,Inkar,160210,,,1995,2020,,X,X
315,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Rental prices,Mietpreise,,Inkar,160250,,,2010,2021,,,X
316,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Nursing staff,Personal in Pflegediensten,,Inkar,160110,,,2009,2019,,,X
317,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Staff in nursing homes,Personal in Pflegeheimen,,Inkar,160100,,,2009,2019,,,X
318,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Nursing homes,Pflegeheimplätze,,Inkar,160120,,,2003,2019,,,X
319,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Passenger car density,Pkw-Dichte,,Inkar,160320,,,1995,2020,,,X
320,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Rate of older employees,Quote ältere Beschäftigte,,Inkar,160230,,,2005,2020,,,X
321,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,SGB II/SGB XII ratio,SGB II-/SGB XII-Quote,,Inkar,160010,,,2014,2019,,,X
322,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,School leavers without qualifications,Schulabgänger ohne Abschluss,,Inkar,160140,,,1995,2020,,,X
323,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Urban and transport area,Siedlungs- und Verkehrsfläche,,Inkar,160340,,,2016,2020,,X,X
324,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Urban and transport area per inhabitant,Siedlungs- und Verkehrsfläche je Einwohner,,Inkar,160360,,,2016,2020,,X,X
325,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Tax revenue,Steuereinnahmen,,Inkar,160410,,,1995,2019,,X,X
326,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Nitrogen surplus,Stickstoffüberschuss,,Inkar,160040,,,1996,2018,,,X
327,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Drinking water consumption,Trinkwasserverbrauch,,Inkar,160390,,,1998,2019,,,X
328,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Difference in earnings between women and men,Verdienstabstand zwischen Frauen und Männern,,Inkar,160180,,,2014,2020,,,X
329,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Ratio of female employment rate to male employment rate,Verhältnis der Beschäftigungsquote von Frauen zu Männern,,Inkar,160170,,,1997,2020,,X,X
330,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Road accidents,Verunglückte im Straßenverkehr,,Inkar,160330,,,1995,2020,,X,X
331,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Premature mortality women,Vorzeitige Sterblichkeit Frauen,,Inkar,160050,,,2011,2017,,,X
332,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Premature mortality men,Vorzeitige Sterblichkeit Männer,,Inkar,160060,,,2011,2017,,,X
333,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Living space,Wohnfläche,,Inkar,160300,,,2011,2020,,,X
334,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Home-based basic care pharmacy,Wohnungsnahe Grundversorgung Apotheke,,Inkar,160090,,,2021,2021,,X,X
335,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Basic housing services Primary school,Wohnungsnahe Grundversorgung Grundschule,,Inkar,160130,,,2018,2018,,X,X
336,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Housing-related basic care general practitioner,Wohnungsnahe Grundversorgung Hausarzt,,Inkar,160070,,,2021,2021,,X,X
337,,SDG indicators for municipalities,SDG-Indikatoren für Kommunen,,Housing-related basic supply supermarket,Wohnungsnahe Grundversorgung Supermarkt,,Inkar,160310,,,2021,2021,,X,X
338,,Settlement structure,Siedlungsstruktur,,Population in Central Centres,Bevölkerung in Mittelzentren,,Inkar,17330,,,2019,2020,,X,X
339,,Settlement structure,Siedlungsstruktur,,Population in upper centres,Bevölkerung in Oberzentren,,Inkar,17331,,,2019,2020,,X,X
340,,Settlement structure,Siedlungsstruktur,,Population-workplace density,Einwohner-Arbeitsplatz-Dichte,,Inkar,17332,,,2000,2020,,X,X
341,,Settlement structure,Siedlungsstruktur,,Population density,Einwohnerdichte,,Inkar,17186,,,1996,2020,,X,X
342,,Settlement structure,Siedlungsstruktur,,Rurality,Ländlichkeit,,Inkar,17329,,,2019,2020,,X,X
343,,Settlement structure,Siedlungsstruktur,,Regional population potential,Regionales Bevölkerungspotenzial,,Inkar,17726,,,2008,2019,,X,X
344,,Social benefits,Sozialleistungen,,ALG I benefits,ALG I-Leistungen,,Inkar,2633,,,2006,2020,,,X
345,,Social benefits,Sozialleistungen,,ALG I benefits Women,ALG I-Leistungen Frauen,,Inkar,2639,,,2006,2020,,,X
346,,Social benefits,Sozialleistungen,,ALG I benefits Males,ALG I-Leistungen Männer,,Inkar,2636,,,2006,2020,,,X
347,,Social benefits,Sozialleistungen,,ALG II benefits (height),ALG II-Leistungen (Höhe),,Inkar,17407,,,2008,2020,,,X
348,,Social benefits,Sozialleistungen,,ALG II benefits to SGBII,ALG II-Leistungen an SGBII,,Inkar,17408,,,2008,2020,,,X
349,,Social benefits,Sozialleistungen,,Lone parents working eligible for benefit,Alleinerziehende erwerbsfähige Leistungsberechtigte,,Inkar,14437,,,2007,2020,,,X
350,,Social benefits,Sozialleistungen,,Asylum seekers,Asylbewerber,,Inkar,14443,,,2010,2020,,,X
351,,Social benefits,Sozialleistungen,,Needs communities with children,Bedarfsgemeinschaften mit Kindern,,Inkar,14430,,,2007,2020,,,X
352,,Social benefits,Sozialleistungen,,One-person communities,Einpersonen-Bedarfsgemeinschaften,,Inkar,14428,,,2007,2020,,,X
353,,Social benefits,Sozialleistungen,,Parental allowance recipients (mothers),Elterngeldbezieher (Mütter),,Inkar,14468,,,2017,2018,,,X
354,,Social benefits,Sozialleistungen,,Parental allowance recipients (fathers),Elterngeldbezieher (Väter),,Inkar,14467,,,2017,2018,,,X
355,,Social benefits,Sozialleistungen,,Parental allowance recipients (fathers) in the first year of life,Elterngeldbezieher (Väter) im ersten Lebensjahr,,Inkar,14466,,,2017,2018,,,X
356,,Social benefits,Sozialleistungen,,Recipients of basic insurance in old age (old age poverty),Empfänger von Grundsicherung im Alter (Altersarmut),,Inkar,18328,,,2008,2019,,,X
357,,Social benefits,Sozialleistungen,,Beneficiaries of minimum guarantees,Empfänger von Mindestsicherungen,,Inkar,14694,,,2011,2019,,,X
358,,Social benefits,Sozialleistungen,,Eligible beneficiaries,Erwerbsfähige Leistungsberechtigte,,Inkar,14434,,,2007,2020,,,X
359,,Social benefits,Sozialleistungen,,Eligible beneficiaries (women),Erwerbsfähige Leistungsberechtigte (Frauen),,Inkar,14435,,,2007,2020,,,X
360,,Social benefits,Sozialleistungen,,Large communities of needs,Große Bedarfsgemeinschaften,,Inkar,14429,,,2007,2020,,,X
361,,Social benefits,Sozialleistungen,,Young eligible beneficiaries,Junge erwerbsfähige Leistungsberechtigte,,Inkar,14436,,,2007,2020,,,X
362,,Social benefits,Sozialleistungen,,Child poverty,Kinderarmut,,Inkar,14439,,,2016,2020,,,X
363,,Social benefits,Sozialleistungen,,Accommodation services (height),Leistungen für Unterkunft (Höhe),,Inkar,17409,,,2008,2020,,,X
364,,Social benefits,Sozialleistungen,,Services for accommodation at SGBII,Leistungen für Unterkunft an SGBII,,Inkar,17410,,,2008,2020,,,X
365,,Social benefits,Sozialleistungen,,Housing benefits,Leistungen für Wohngeld,,Inkar,17411,,,2016,2020,,,X
366,,Social benefits,Sozialleistungen,,Male recipients of basic insurance in old age (age poverty),Männliche Empfänger von Grundsicherung im Alter (Altersarmut),,Inkar,16986,,,2008,2019,,,X
367,,Social benefits,Sozialleistungen,,Persons in need communities,Personen in Bedarfsgemeinschaften,,Inkar,14438,,,2007,2020,,,X
368,,Social benefits,Sozialleistungen,,SGB II - Quota,SGB II - Quote,,Inkar,14426,,,2010,2020,,,X
369,,Social benefits,Sozialleistungen,,SGBII benefits,SGBII-Leistungen,,Inkar,17406,,,2008,2020,,,X
370,,Social benefits,Sozialleistungen,,Female recipients of basic insurance in old age (age poverty),Weibliche Empfänger von Grundsicherung im Alter (Altersarmut),,Inkar,16967,,,2008,2019,,,X
371,,Social benefits,Sozialleistungen,,Female SGB II recipients,Weibliche SGB II-Empfänger,,Inkar,16988,,,2010,2020,,,X
372,,Social benefits,Sozialleistungen,,Housing benefit households,Wohngeldhaushalte,,Inkar,14444,,,2013,2020,,,X
373,,Social benefits,Sozialleistungen,,Housing benefit households (burden subsidy),Wohngeldhaushalte (Lastenzuschuss),,Inkar,14446,,,1995,2020,,,X
374,,Social benefits,Sozialleistungen,,Housing benefit households (rental grant),Wohngeldhaushalte (Mietzuschuss),,Inkar,14445,,,1995,2020,,,X
375,,Social benefits,Sozialleistungen,,Older eligible beneficiaries,Ältere erwerbsfähige Leistungsberechtigte,,Inkar,16966,,,2007,2020,,,X
376,,Transport and accessibility,Verkehr und Erreichbarkeit,,Disembarkation,Auspendler,,Inkar,17309,,,1997,2020,,X,X
377,,Transport and accessibility,Verkehr und Erreichbarkeit,,Dispensers,Einpendler,,Inkar,17308,,,1997,2020,,X,X
378,,Transport and accessibility,Verkehr und Erreichbarkeit,,Access to motorways,Erreichbarkeit von Autobahnen,,Inkar,18806,,,2021,2021,,X,X
379,,Transport and accessibility,Verkehr und Erreichbarkeit,,Access to airports,Erreichbarkeit von Flughäfen,,Inkar,18807,,,2021,2021,,X,X
380,,Transport and accessibility,Verkehr und Erreichbarkeit,,Access to IC/EC/ICE stations,Erreichbarkeit von IC/EC/ICE-Bahnhöfen,,Inkar,18808,,,2021,2021,,X,X
381,,Transport and accessibility,Verkehr und Erreichbarkeit,,Access to centres,Erreichbarkeit von Mittelzentren,,Inkar,18810,,,2021,2021,,X,X
382,,Transport and accessibility,Verkehr und Erreichbarkeit,,Access to Upper Centres,Erreichbarkeit von Oberzentren,,Inkar,18811,,,2021,2021,,X,X
383,,Transport and accessibility,Verkehr und Erreichbarkeit,,Killed in Road Transport,Getötete im Straßenverkehr,,Inkar,16606,,,1995,2020,,X,X
384,,Transport and accessibility,Verkehr und Erreichbarkeit,,Charging points per 100 electric vehicles (BEV),Ladepunkte je 100 Elektrofahrzeuge (BEV),,Inkar,17970,,,2020,2021,,,X
385,,Transport and accessibility,Verkehr und Erreichbarkeit,,"Charging points per 100,000 inhabitants",Ladepunkte je 100.000 Einwohner,,Inkar,17962,,,2017,2021,,,X
