,category_de,name_de,algorithmus_de,description_de,statistical_basis_de,category_en,name_en,algorithmus_en,description_en,statistical_basis_en
275,Privateinkommen und private Schulden,Medianeinkommen anerkannter Berufsabschluss,Medianeinkommen der sozialversicherungspflichtig Vollzeitbeschäftigten mit anerkanntem Berufsabschluss in €,"Median der monatlichen Bruttoarbeitsentgelte von sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort mit anerkanntem, nicht akademischen Berufsabschluss. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Private income and debt,Median income of recognised professional qualifications,Median income of full-time employees with a recognised vocational qualification in €,"Median of the monthly gross wages of full-time employees with a recognised non-academic qualification. The median (also central value) indicates the average value of one of the casts according to the sorted distribution of measured values and thus divides the data set into two equally large halves. Thus, compared to the arithmetic mean, it is more robust compared to outliers. The gender-differentiated indicator indicates that the expression for the group of men (significantly) may differ from the overall situation. Comparisons with previous years are not or only limited due to a new procedure introduced in 2011 with which employers pass their reports on full-time and part-time employment to the BA. The information on the contents of the new survey procedure was not available at the same time as a specific reference date, instead there was a two-year transition period.",Statistics of the Federal Employment Agency
276,Privateinkommen und private Schulden,Medianeinkommen akademischer Berufsabschluss,Medianeinkommen der sozialversicherungspflichtig Vollzeitbeschäftigten mit akademischem Berufsabschluss in €,"Median der monatlichen Bruttoarbeitsentgelte von sozialversicherungspflichtig Vollzeitbeschäftigten am Arbeitsort mit akademischen Berufsabschluss. Der Median (auch Zentralwert) gibt den mittleren Wert einer der Göße nach sortierten Verteilung von Messwerten an und teilt damit den Datensatz in zwei gleich große Hälften. Somit ist er im Vergleich zum arithmetischen Mittel robuster gegenüber Ausreißern. Der geschlechtsdifferenzierte Indikator deutet an, dass die Ausprägung für die Gruppe der Männer (deutlich) von der Gesamtsituation abweichen kann. Vergleiche zu den Vorjahren sind nicht oder nur eingeschränkt  möglich wegen eines 2011 eingeführten neuen Verfahrens, mit dem die Arbeitgeber ihre Meldungen über Voll- und Teilzeitbeschäftigung an die BA weitergeben. Die Informationen über die Inhalte des neuen Erhebungsverfahrens lagen nicht gleichzeitig zu einem bestimmten Stichtag vor, stattdessen gab es eine zweijährige Übergangsphase.",Statistik der Bundesagentur für Arbeit,Private income and debt,Median income of academic qualifications,Median income of full-time employees with an academic degree in €,"Median of the monthly gross earnings of full-time employees who are subject to social insurance contributions at the place of work with academic qualifications. The median (also central value) indicates the average value of one of the casts according to the sorted distribution of measured values and thus divides the data set into two equally large halves. Thus, compared to the arithmetic mean, it is more robust compared to outliers. The gender-differentiated indicator indicates that the expression for the group of men may (significantly) differ from the overall situation. Comparisons with previous years are not or only limited due to a new procedure introduced in 2011 with which employers pass their reports on full-time and part-time employment to the BA. Information on the contents of the new survey procedure was not available at the same time as a specific deadline, instead there was a two-year transitional phase.",Statistics of the Federal Employment Agency
277,Privateinkommen und private Schulden,Arbeitsvolumen,geleistete Arbeitsstunden (Jahreswert) der Arbeitnehmer <Zeitpunkt> / Arbeitnehmer <Zeitpunkt>,"Das Arbeitsvolumen umfasst die tatsächlich geleistete Arbeitszeit aller Erwerbstätigen, die als Arbeitnehmer (Arbeiter, Angestellte, Beamte, Richter, marginal Beschäftigte, Soldaten) oder als Selbstständige beziehungsweise als mithelfende Familienangehörige eine auf wirtschaftlichen Erwerb gerichtete Tätigkeit ausüben. Hierzu zählen auch die geleisteten Arbeitsstunden von Personen mit mehreren gleichzeitigen Beschäftigungsverhältnissen. Nicht zum Arbeitsvolumen gehören hingegen die bezahlten, aber nicht geleisteten Arbeitsstunden, beispielsweise Jahresurlaub, Elternzeit, Feiertage, Kurzarbeit oder krankheitsbedingte Abwesenheit. Ebenfalls unberücksichtigt bleiben die nicht bezahlten Pausen für das Einnehmen von Mahlzeiten sowie die Zeit für die Fahrten zwischen Wohnung und Arbeitsplatz. Das Arbeitsvolumen umfasst somit die Gesamtzahl der während des Berichtszeitraums am jeweiligen Arbeitsort von Arbeitnehmern und Selbstständigen innerhalb einer Region tatsächlich geleisteten Arbeitsstunden. Es berücksichtigt weder Intensität noch Qualität der geleisteten Arbeit. Das Arbeitsvolumen ergibt sich als Produkt aus Erwerbstätigenzahl und Arbeitszeit je Erwerbstätigen. Standard-Arbeitsvolumen: Anders als bei den Ergebnissen der regionalen Arbeitsvolumenrechnungen für die Länder werden die Ergebnisse für die kreisfreien Städte und Landkreise als Standard-Arbeitsvolumen bezeichnet. Damit soll dem Umstand Rechnung getragen werden, dass mangels statistischer Ausgangsdaten unternehmensspezifische Sonderregelungen zu den tariflichen Arbeitszeiten in den Berechnungen nicht berücksichtigt werden.",Volkswirtschaftliche Gesamtrechnung der Länder,Private income and debt,Volume of work,Hours worked (annual value) of employees < point> / employees < point>,"The volume of work includes the actual working time of all persons in employment who are employed (workers, employees, civil servants, judges, marginal employees, soldiers) or as self-employed or family workers who are helping to gain economic activity. This includes the hours worked by persons with several simultaneous employment relationships. However, the volume of work does not include hours paid but not worked, such as annual leave, parental leave, holidays, short work or sickness-related absence. Nor does the unpaid breaks for eating meals and the time spent travelling between home and work are taken into account. Thus, the volume of work includes the total number of hours actually worked during the reporting period at the place of work of workers and self-employed persons within a region. It does not take into account the intensity or quality of the work done. The volume of work results as a product from the number of persons in employment and working time per worker. Standard work volume: Unlike the results of the regional volume of work calculations for the countries, the results for the county-free cities and districts are referred to as standard work volume.",National accounts of countries
278,Privateinkommen und private Schulden,Bruttoverdienst,Bruttolohn und -gehalt von Arbeitnehmern <Zeitpunkt> / Arbeitnehmer <Zeitpunkt> / 12,"Indikator über die durchschnittlichen monatlichen Bruttoverdienste aller Arbeitnehmer. Arbeitnehmer = sozialversicherungspflichtig Beschäftigte + Beamte/Richter/Soldaten. Nicht dazu gehören Selbständige, mithelfende Familienangehörige sowie Personen die einen freien Beruf ausüben. Die Bruttolöhne und -gehälter (Verdienste) enthalten die von den im Inland ansässigen Wirtschaftseinheiten (Betrieben) geleisteten Löhne und Gehälter der beschäftigten Arbeitnehmer vor Abzug der Lohnsteuer und der Sozialbeiträge der Arbeitnehmer (nicht Sozialbeiträge der Arbeitgeber) sowie Sachleistungen, die den Arbeitnehmern unentgeltlich oder verbilligt zur Verfügung gestellt werden.",Volkswirtschaftliche Gesamtrechnung der Länder,Private income and debt,Gross earnings,Gross wages and salaries of employees < point of time> / Employees < point of time> / 12,"Indicator of the average monthly gross earnings of all employees. Employees = employees liable to social security contributions + civil servants/judges/soldiers. Not included are self-employed, assisting family members and persons engaged in a liberal profession. Gross wages and salaries (wages) include wages and salaries paid by the domestic economic units (establishments) of employed workers before deduction of wage tax and social contributions paid by employees (non-social contributions paid by employers) and benefits in kind provided to workers free of charge or at reduced prices.",National accounts of countries
279,Privateinkommen und private Schulden,Bruttoverdienst im Produzierenden Gewerbe,Bruttolohn und -gehalt Arbeitnehmer WZ B-F <Zeitpunkt> / Arbeitnehmer WZ B-F <Zeitpunkt> / 12,"Indikator über die durchschnittlichen monatlichen Bruttoverdienste von Arbeitnehmern im produzierenden Gewerbe. Arbeitnehmer = sozialversicherungspflichtig Beschäftigte + Beamte/Richter/Soldaten. Nicht dazu gehören Selbständige, mithelfende Familienangehörige sowie Personen die einen freien Beruf ausüben. Die Bruttolöhne und -gehälter (Verdienste) enthalten die von den im Inland ansässigen Wirtschaftseinheiten (Betrieben) geleisteten Löhne und Gehälter der beschäftigten Arbeitnehmer vor Abzug der Lohnsteuer und der Sozialbeiträge der Arbeitnehmer (nicht Sozialbeiträge der Arbeitgeber) sowie Sachleistungen, die den Arbeitnehmern unentgeltlich oder verbilligt zur Verfügung gestellt werden.",Volkswirtschaftliche Gesamtrechnung der Länder,Private income and debt,Gross earnings in total industry,Gross wages and salaries Employees WZ B-F <Point of time> / Employees WZ B-F <Point of time> / 12,"Indicator of the average monthly gross earnings of employees in the manufacturing industry. Employees = employees subject to social security contributions + civil servants/judges/soldiers. This does not include self-employed workers, family workers and persons engaged in a liberal profession. Gross wages and salaries (earnings) include wages and salaries paid by the domestic economic units (firms) before deduction of wages tax and social contributions paid by employees (non-social contributions paid by employers) and benefits in kind provided free of charge or at reduced prices to employees.",National accounts of countries
280,Privateinkommen und private Schulden,Kaufkraft,Kaufkraft <Zeitpunkt> / E <Zeitpunkt>,"Die Kaufkraft beschreibt das verfügbare Einkommen der Wohnbevölkerung. Basis ist die Erfassung des Nettoeinkommens der privaten Haushalte. Neben dem Erwerbseinkommen zählen dazu bspw. auch Renten, Arbeitslosengeld, Transferleistungen (Hartz IV, Arbeitslosengeld), Kindergeld, Einkommen aus Vermietung und Verpachtung oder Kapitaleinkünfte. Gesetzliche Sozialbeiträge und bezahlte Steuern zählen nicht hierunter. Die Kaufkraft wird am Wohnort erfasst und sagt somit nicht aus, wo das verfügbare Geld ausgegeben wird. Da die Kaufkraft nicht von der amtlichen Statistik von Bund und Ländern erfasst wird, muss hierzu auf private Anbieter mit individuellen Berechnungs- bzw. Schätzmethoden zurückgegriffen werden. Zeitvergleiche sind daher immer potenziellen Änderungen in der Berechnungsmethode unterworfen.",Nexiga GmbH Marktdaten,Private income and debt,Purchasing power,Purchasing Power <Time> / E <Time>,"The purchasing power describes the disposable income of the resident population. The basis is the recording of the net income of private households. In addition to the earned income, these include, for example, pensions, unemployment benefit, transfer benefits (Hartz IV, unemployment benefit), child benefit, income from rental and lease or capital income. Statutory social contributions and paid taxes are not included. The purchasing power is recorded at the place of residence and thus does not indicate where the available money is spent. Since the purchasing power is not covered by the official statistics of the federal government and the Länder, private providers with individual calculation or estimation methods must be used for this purpose. Time comparisons are therefore always subject to potential changes in the calculation method.",Nexiga GmbH Market data
281,Privateinkommen und private Schulden,Haushalte mit niedrigem Einkommen,( Haushalte mit Nettoeinkommen unter 900 Euro <Zeitpunkt> +Haushalte mit Nettoeinkommen 900 bis unter 1.500 Euro <Zeitpunkt> ) / Anzahl Haushalte <Zeitpunkt> x100,,Nexiga GmbH Marktdaten,Private income and debt,Low-income households,"( Households with net income less than 900 Euro <Timepoint> +Houses with net income 900 to less than 1,500 Euro <Timepoint> ) / Number of households <Timepoint> x100",,Nexiga GmbH Market data
282,Privateinkommen und private Schulden,Haushalte mit mittlerem Einkommen,( Haushalte mit Nettoeinkommen 1.500 bis unter 2.600 Euro <Zeitpunkt> +Haushalte mit Nettoeinkommen 2.600 bis unter 3.600 Euro <Zeitpunkt> ) / Anzahl Haushalte <Zeitpunkt>  x100,,Nexiga GmbH Marktdaten,Private income and debt,Medium-income households,"( Households with net income 1,500 to less than 2,600 Euro <Time> +Houses with net income 2,600 to less than 3,600 Euro <Time> ) / Number of households <Time> x100",,Nexiga GmbH Market data
283,Privateinkommen und private Schulden,Haushalte mit hohem Einkommen,( Haushalte mit Nettoeinkommen 3.600 bis unter 5.000 Euro <Zeitpunkt> +Haushalte mit Nettoeinkommen über  5.000 Euro <Zeitpunkt> ) / Anzahl Haushalte <Zeitpunkt> x100,,Nexiga GmbH Marktdaten,Private income and debt,High-income households,"( Households with net income 3,600 to less than 5,000 Euros <Time> + Households with net income above 5,000 Euros <Time> ) / Number of households <Time> x100",,Nexiga GmbH Market data
284,Raumwirksame Mittel,Städtebauförderung (kurzfristig),Finanzhilfen Städtebauförderung <Summe der Jahre> / E <Zeitpunkt>,"Vorgesehene Bundesfinanzhilfen Städtebauförderung. Finanzhilfen Städtebauförderung. Enthält die Programmbereiche Sanierung und Entwicklung, Städtebaulicher Denkmalschutz, Soziale Stadt, Stadtumbau, Aktive Stadt- und Ortsteilzentren, Kleinere Städte und Gemeinden, Zukunft Stadtgrün. Es handelt sich um die Summe der Mittel über die letzten 5 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,Urban development (short term),Grants Urban development support <sum of years> / E <point of time>,"Planned federal financial aid Urban development promotion. Grants Urban development promotion. Includes the programme areas Renovation and development, Town development monument protection, Social City, Urban conversion, Active City and District Centers, Smaller Cities and Municipalities, Future City Green. It is the sum of the funds over the last 5 years.",BBSR database Space-efficient resources
285,Raumwirksame Mittel,"GRW, Bereich Förderung der gewerblichen Wirtschaft (langfristig)","Bewilligte Zuschüsse einschließlich Kofinanzierung Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur – einzelbetrieblich"" <Summe der Jahre> / E <Zeitpunkt>",Bewilligte Zuschüsse einschließlich Kofinanzierung für einzelbetriebliche Maßnahmen im Rahmen der Gemeinschaftsaufgabe 'Verbesserung der regionalen Wirtschaftsstruktur'. Enthält neben dem Bundes- auch den Landes- und den EFRE-Anteil (EFRE = EU-Struktur-Förderung). Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.,BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,"GRW, area of promotion of the business economy (long term)","Grants granted, including co-financing Community task ""Improvement of regional economic structure – individual business"" <sum of years> / E <point of time>","Grants granted, including co-financing for individual measures under the joint task 'Improvement of regional economic structure'. Includes, in addition to the Federal Republic, the Land and the ERDF (ERDF = EU structural support), the sum of the funds over the last 10 years.",BBSR database Space-efficient resources
286,Raumwirksame Mittel,"GRW, Bereich Förderung wirtschaftsnaher Infrastruktur (langfristig)","Bewilligte Zuschüsse einschließlich Kofinanzierung Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur – Infrastruktur"" <Summe der Jahre> / E <Zeitpunkt>",Bewilligte Zuschüsse einschließlich Kofinanzierung für Infrastrukturmaßnahmen im Rahmen der Gemeinschaftsaufgabe 'Verbesserung der regionalen Wirtschaftsstruktur'. Enthält neben dem Bundes- auch den Landes- und den EFRE-Anteil (= EU-Struktur-Förderung). Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.,BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,"GRW, area of promotion of economic infrastructure (long term)","Grants granted including co-financing Community task ""Improvement of regional economic structure – infrastructure"" <sum of years> / E <point of time>","Grants granted, including cofinancing for infrastructure measures under the joint task 'Improvement of the regional economic structure'. Includes, in addition to the federal, state and ERDF share (= EU structural support), the sum of the funds over the last 10 years.",BBSR database Space-efficient resources
287,Raumwirksame Mittel,Hochschulförderung (langfristig),Forschungsbauten und Großgeräteförderung (Ist-Ausgaben) + Bewilligungen Bund-Länder Hochschulpakt und Exzellenzinitiative <Summe der Jahre> / E <Zeitpunkt>,"Ist-Ausgaben Bund im Rahmen des Zusammenwirkens von Bund und Ländern bei Forschungsbauten und Großgeräten an Hochschulen nach Art. 91 GG, Exzellenzinitiative sowie Hochschulpakt (Bereiche Programmpauschalen und Qualitätspakt Lehre). Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,Higher education (long term),Research buildings and large-scale equipment funding (actual expenditures) + Approvals Federal Länder University Pact and Excellence Initiative <sum of the years> / E <time point>,"Current expenditures of the Federation within the framework of the cooperation between the Federal Government and the Länder in research buildings and large-scale equipment at universities according to Art. 91 GG, Excellence Initiative as well as Higher Education Pact (areas program flat rates and quality pact teaching). It is the sum of the funds over the last 10 years.",BBSR database Space-efficient resources
288,Raumwirksame Mittel,Arbeitsmarktpolitische Hilfen der BA für Arbeit (langfristig),"Ausgaben für Eingliederungstitel der BA, weitere/sonstige Leistungen der aktiven Arbeitsförderung sowie für Leistungen zum Ersatz des Arbeitsentgelts <Summe der Jahre> / E <Zeitpunkt>","Ausgaben für Eingliederungstitel der BA für Arbeit, weitere/sonstige Leistungen der aktiven Arbeitsförderung sowie für Leistungen zum Ersatz des Arbeitsentgelts. Wegen Neuzuschnitt der AA-Bezirke ohne Zuschüsse im Jahr 2012. Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,Labour market policy assistance from the BA for labour (long-term),"Expenditure on integration titles of the BA, other/other benefits of active employment promotion and benefits to replace earnings <sum of the years> / E <point of time>","Expenditure on integration titles of the BA for work, further/other benefits of active employment promotion and benefits to replace wages. Due to the new cut-off of the AA districts without subsidies in 2012. This is the sum of the funds over the last 10 years.",BBSR database Space-efficient resources
289,Raumwirksame Mittel,Direkte Projektförderung (langfristig),Direkte Projektförderung <Summe der Jahre> / E <Zeitpunkt>,"Direkt geförderte Projekte der Ressorts BMBF (ohne Hochschulpakt und Exzellenzinitiative), BMEL, BMFSFJ, BMUB, BMVI, BMWi. Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,Direct project support (long term),Direct project funding <sum of years> / E <point of time>,"Projects funded directly by the BMBF departments (without the University Pact and Excellence Initiative), BMEL, BMFSFJ, BMUB, BMVI, BMWi. This is the sum of the funds over the last 10 years.",BBSR database Space-efficient resources
290,Raumwirksame Mittel,"GRW, Bereich Förderung der gewerblichen Wirtschaft (kurzfristig)","Bewilligte Zuschüsse einschließlich Kofinanzierung Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur – einzelbetrieblich"" <Summe der Jahre> / E <Zeitpunkt>",Bewilligte Zuschüsse einschließlich Kofinanzierung für einzelbetriebliche Maßnahmen im Rahmen der Gemeinschaftsaufgabe 'Verbesserung der regionalen Wirtschaftsstruktur'. Enthält neben dem Bundes- auch den Landes- und den EFRE-Anteil (EFRE = EU-Struktur-Förderung). Es handelt sich um die Summe der Mittel über die letzten 5 Jahre.,BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,"GRW, area of promotion of the commercial economy (short term)","Grants granted, including co-financing Community task ""Improvement of regional economic structure – individual business"" <sum of years> / E <point of time>","Grants granted, including co-financing for individual measures under the joint task 'Improvement of regional economic structure'. Includes, in addition to the Federal Republic, the Land and the ERDF (ERDF = EU structural support), the sum of the funds over the last 5 years.",BBSR database Space-efficient resources
291,Raumwirksame Mittel,"GRW, Bereich Förderung wirtschaftsnaher Infrastruktur (kurzfristig)","Bewilligte Zuschüsse einschließlich Kofinanzierung Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur – Infrastruktur"" <Summe der Jahre> / E <Zeitpunkt>",Bewilligte Zuschüsse einschließlich Kofinanzierung für Infrastrukturmaßnahmen im Rahmen der Gemeinschaftsaufgabe 'Verbesserung der regionalen Wirtschaftsstruktur'. Enthält neben dem Bundes- auch den Landes- und den EFRE-Anteil (EFRE = EU-Struktur-Förderung). Es handelt sich um die Summe der Mittel über die letzten 5 Jahre.,BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,"GRW, area of promotion of economic infrastructure (short term)","Grants granted including co-financing Community task ""Improvement of regional economic structure – infrastructure"" <sum of years> / E <point of time>","Grants granted, including co-financing for infrastructure measures under the joint task 'Improvement of regional economic structure'. Includes, in addition to the Federal Republic, the Land and the ERDF (ERDF = EU structural support), the sum of the funds over the last 5 years.",BBSR database Space-efficient resources
292,Raumwirksame Mittel,Hochschulförderung (kurzfristig),Forschungsbauten und Großgeräteförderung (Ist-Ausgaben) + Bewilligungen Bund-Länder Hochschulpakt und Exzellenzinitiative <Summe der Jahre> / E <Zeitpunkt>,"Ist-Ausgaben Bund im Rahmen des Zusammenwirkens von Bund und Ländern bei Forschungsbauten und Großgeräten an Hochschulen nach Art. 91 GG, Exzellenzinitiative sowie Hochschulpakt (Bereiche Programmpauschalen und Qualitätspakt Lehre). Es handelt sich um die Summe der Mittel über die letzten 5 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,Promotion of higher education (short term),Research buildings and large-scale equipment funding (actual expenditures) + Approvals Federal Länder University Pact and Excellence Initiative <sum of the years> / E <time point>,"Current expenditures of the Federation within the framework of the cooperation between the Federal Government and the Länder in research buildings and large-scale equipment at universities according to Art. 91 GG, Excellence Initiative as well as Higher Education Pact (areas program flat rates and quality pact teaching). It is the sum of the funds over the last 5 years.",BBSR database Space-efficient resources
293,Raumwirksame Mittel,Arbeitsmarktpolitische Hilfen der BA für Arbeit (kurzfristig),"Ausgaben für Eingliederungstitel der BA, weitere/sonstige Leistungen der aktiven Arbeitsförderung sowie für Leistungen zum Ersatz des Arbeitsentgelts <Summe der Jahre> / E <Zeitpunkt>","Ausgaben für Eingliederungstitel der BA für Arbeit, weitere/sonstige Leistungen der aktiven Arbeitsförderung sowie für Leistungen zum Ersatz des Arbeitsentgelts. Wegen Neuzuschnitt der AA-Bezirke ohne Zuschüsse im Jahr 2012. Es handelt sich um die Summe der Mittel über die letzten 5 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,Labour Market Policy Aids of the BA for Labour (short term),"Expenditure on integration titles of the BA, other/other benefits of active employment promotion and benefits to replace earnings <sum of the years> / E <point of time>","Expenditure on integration titles of the BA for work, further/other benefits of active employment promotion and benefits to replace wages. Due to the new cut-off of the AA districts without subsidies in 2012. This is the sum of the funds over the last 5 years.",BBSR database Space-efficient resources
294,Raumwirksame Mittel,Direkte Projektförderung (kurfristig),Direkte Projektförderung <Summe der Jahre> / E <Zeitpunkt>,"Direkt geförderte Projekte der Ressorts BMBF (ohne Hochschulpakt und Exzellenzinitiative), BMEL, BMFSFJ, BMUB, BMVI, BMWi. Es handelt sich um die Summe der Mittel über die letzten 5 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,Direct support for projects (in the short term),Direct project funding <sum of years> / E <point of time>,"Projects funded directly by the BMBF departments (without the University Pact and Excellence Initiative), BMEL, BMFSFJ, BMUB, BMVI, BMWi. This is the sum of the funds over the last 5 years.",BBSR database Space-efficient resources
295,Raumwirksame Mittel,Städtebauförderung (langfristig),Finanzhilfen Städtebauförderung <Summe der Jahre> / E <Zeitpunkt>,"Vorgesehene Bundesfinanzhilfen Städtebauförderung. Enthält die Programmbereiche Sanierung und Entwicklung, Städtebaulicher Denkmalschutz, Soziale Stadt, Stadtumbau, Aktive Stadt- und Ortsteilzentren, Kleinere Städte und Gemeinden, Zukunft Stadtgrün. Es handelt sich um die Summe der Mittel über die letzten 10 Jahre.",BBSR-Datenbank Raumwirksame Mittel,Means of spatial impact,Urban development (long term),Grants Urban development support <sum of years> / E <point of time>,"Planned federal financial support for urban development. Includes the programme areas Renovation and development, Town development monument protection, social city, urban conversion, active city and district centres, smaller cities and municipalities, future city green. It is the sum of the funds over the last 10 years.",BBSR database Space-efficient resources
296,SDG-Indikatoren für Kommunen,SGB II-/SGB XII-Quote,(Empfänger von Leistungen nach SGB II + Empfänger von Leistungen nach SGB XII  <Zeitpunkt> )/ Einwohner <Zeitpunkt> x 1000,"Die SGB II-/SGB XII-Quote zeigt an, wie hoch die Hilfebedürftigkeit innerhalb einer Kommune ist. Schwerwiegend ist die Belastung für die Betroffenen selbst - sowohl in finanzieller als auch in psychischer Hinsicht. In einer nachhaltigen Kommune sollte es Ziel sein, dass allen Hilfsbedürftigen die notwendige Unterstützung zukommt und alles dafür getan wird, dass die betroffenen Personen wieder selbst für ihren Lebensunterhalt aufkommen können. Eine hohe Quote führt zu Einschränkungen beim finanziellen Handlungsspielraum der Kommune, aufgrund derer andere wichtige Ausgaben und Investitionen zurückgestellt werden müssen. Bei der Bezugsgröße Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Minimale Abweichungen der Indikatorwerte zu den Werten im ""Wegweiser Kommune""/SDG-Portal ergeben sich durch Datenhaltung und Anpassungen von Daten an Gebietsstände sowie die (Nicht-)Berücksichtigung von Rückrechnungen seitens der amtlichen Statistik.",Statistik der Emfänger von Hilfe zum Lebensunterhalt des Bundes und der Länder!. Statistik der Empfänger von Leistungen nach dem 5. bis 9. Kapitel SGB XII,SDG indicators for municipalities,SGB II/SGB XII ratio,(Recipients of benefits under SGB II + recipients of benefits under SGB XII < point> )/ Inhabitants < point> x 1000,"The SGB II/SGB XII ratio indicates the need for help within a municipality. The burden is very heavy on the affected persons themselves - both financially and psychologically. In a sustainable municipality, the aim should be to provide all those in need with the necessary support and to do everything possible to ensure that the affected persons can return to their own livelihoods. A high rate leads to restrictions on the financial scope for action of the municipality, which means that other important expenditures and investments have to be reduced. In the reference population, it should be noted that the figures before 2011 refer to the continuation on the basis of the 1987 census (BRD) and 1981 (DDR) and from 2011 to the continuation on the basis of the 2011 census. Minimal deviations in indicator values to the values in the ""Wegweiter Kommune""/SDG portal result from data retention and adjustments of data at territorial levels as well as the (non-) consideration of calculations made by official statistics.",Statistics of recipients of aid for the livelihood of the Federal Government and the Länder. Statistics of recipients of benefits under Chapter 5. to 9. SGB XII
297,SDG-Indikatoren für Kommunen,Kinderarmut,(Nicht-erwerbsfähige Leistungsbeziehende unter 15 Jahre <Zeitpunkt> + Nichtleistungsberechtigte in Bedarfsgemeinschaften unter 15 Jahre <Zeitpunkt>)  / Einwohner unter 15 Jahren <Zeitpunkt> x 100,"Die Armutslage von Kindern steht immer in Abhängigkeit zur Armutslage von Erziehungsberechtigten. Besonders betroffen sind Kinder Alleinerziehender sowie aus Familien mit ausländischer Herkunft oder aus Familien mit vielen Kindern. Verschiedene Studien weisen darauf hin, dass die Kinderarmut zu einem Dauerzustand in Deutschland geworden ist. Arm zu sein bedeutet nicht nur, dass die Mittel zum physischen Überleben fehlen, Armut ist auch mit spezieller Diskriminierung und ungleicher Bildungs- und Teilhabechancen verbunden. Bei der Bezugsgröße Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Minimale Abweichungen der Indikatorwerte zu den Werten im ""Wegweiser Kommune""/SDG-Portal ergeben sich durch Datenhaltung und Anpassungen von Daten an Gebietsstände sowie die (Nicht-)Berücksichtigung von Rückrechnungen seitens der amtlichen Statistik.",Statistik der Grundsicherung für Arbeitsuchende der Bundesagentur für Arbeit,SDG indicators for municipalities,Child poverty,(Inactive persons under 15 years < point> + non-remunerated persons under 15 years < point>) / Inhabitants under 15 years < point> x 100,"The poverty situation of children is always dependent on the poverty situation of legal guardians. Children are particularly affected by lone parents as well as from families of foreign origin or from families with many children. Various studies point out that child poverty has become a permanent condition in Germany. Being poor does not only mean that the means of physical survival are missing, poverty is also associated with special discrimination and unequal educational and participation opportunities. In the reference population it should be noted that the figures before 2011 refer to the continuation of the census 1987 (BRD) and 1981 (DDR) and from 2011 to the continuation on the basis of the 2011 census. Minimal deviations of the indicator values to the values in the ""Wegweiser Kommune""/SDG portal result from data retention and adaptations of data on territorial positions as well as the (non-) consideration of calculations on the basis of official statistics.",Statistics of basic insurance for jobseekers of the Federal Employment Agency
