Bereich,ID,Indikator,Raumbezug,Kennziffer,Name,Zeitbezug,Wert
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2006,2434.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2007,2517.59
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2008,2506.43
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2009,2457.94
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2010,2643.65
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2011,2707.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2012,2821.77
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2013,2872.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2014,2968.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2015,3042.63
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2016,3013.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2017,3101.47
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2018,3141.27
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2019,3202.59
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,156,Ansbach,2020,3151.03
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2000,2854.17
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2001,2950.39
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2002,2946.57
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2003,2975.77
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2004,3077.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2005,3112.57
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2006,3175.18
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2007,3265.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2008,3320.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2009,3273.26
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2010,3389.99
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2011,3497.99
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2012,3671.12
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2013,3733.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2014,3856.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2015,3939.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2016,4048.86
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2017,4134.36
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2018,4196.54
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2019,4268.94
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,157,Nürnberg,2020,4173.55
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2000,2069.44
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2001,2049.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2002,2144.22
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2003,2160.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2004,2183.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2005,2173.6
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2006,2205.31
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2007,2281.71
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2008,2233.95
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2009,2179.19
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2010,2283.95
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2011,2376.17
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2012,2435.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2013,2438.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2014,2489.65
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2015,2600.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2016,2638.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2017,2684.68
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2018,2725.87
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2019,2793.27
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,158,Neustadt a.d.Aisch-Bad Windsheim,2020,2722.26
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2000,2309.72
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2001,2376.96
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2002,2460.04
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2003,2528.47
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2004,2579.57
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2005,2576.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2006,2607.96
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2007,2653.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2008,2558.14
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2009,2435.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2010,2542.97
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2011,2644.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2012,2760.62
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2013,2797.63
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2014,2898.14
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2015,2982.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2016,3058.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2017,3169.03
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2018,3214.8
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2019,3253.83
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,159,Weißenburg-Gunzenhausen,2020,3177.89
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2000,2401.89
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2001,2447.9
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2002,2456.95
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2003,2570.79
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2004,2632.41
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2005,2676.69
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2006,2704.87
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2007,2813.24
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2008,2886.65
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2009,2775.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2010,2868.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2011,3015.28
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2012,3062.33
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2013,3151.94
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2014,3261.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2015,3366.61
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2016,3414.33
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2017,3450.87
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2018,3531.37
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2019,3652.69
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,160,Aschaffenburg,2020,3544.27
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2000,2414.66
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2001,2447.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2002,2487.24
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2003,2573.66
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2004,2682.74
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2005,2714.35
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2006,2717.49
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2007,2869.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2008,2946.04
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2009,2797.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2010,2949.82
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2011,3132.57
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2012,3291.06
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2013,3301.49
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2014,3410.26
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2015,3556.03
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2016,3574.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2017,3668.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2018,3800.36
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2019,3876.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,161,Schweinfurt,2020,3750.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2000,2431.87
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2001,2511.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2002,2521.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2003,2595.28
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2004,2673.43
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2005,2714.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2006,2784.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2007,2878.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2008,2875.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2009,2775.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2010,2945.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2011,3041.55
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2012,3117.73
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2013,3107.75
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2014,3244.46
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2015,3240.39
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2016,3376.87
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2017,3532.14
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2018,3565.89
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2019,3642.99
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,162,Würzburg,2020,3551.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2000,2252.89
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2001,2276.96
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2002,2241.43
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2003,2309.04
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2004,2403.88
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2005,2442.59
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2006,2499.27
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2007,2572.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2008,2584.78
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2009,2510.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2010,2623.64
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2011,2712.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2012,2859.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2013,2887.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2014,3010.34
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2015,3140.75
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2016,3209.28
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2017,3311.22
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2018,3444.49
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2019,3478.59
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,163,Rhön-Grabfeld,2020,3310.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2000,2624.41
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2001,2717.62
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2002,2677.39
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2003,2726.98
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2004,2758.68
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2005,2793.01
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2006,2866.9
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2007,2920.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2008,3019.18
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2009,3012.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2010,3053.39
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2011,3209.99
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2012,3350.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2013,3537.81
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2014,3648.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2015,3758.74
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2016,3751.86
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2017,3841.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2018,3893.94
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2019,3975.96
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,164,Augsburg,2020,3778.09
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,165,Kaufbeuren,2000,2333.82
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,165,Kaufbeuren,2001,2385.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,165,Kaufbeuren,2002,2436.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,165,Kaufbeuren,2003,2487.68
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,165,Kaufbeuren,2004,2552.2
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,165,Kaufbeuren,2005,2593.97
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Arbeitsmarktregionen,165,Kaufbeuren,2006,2640.42
