select,category,category_de,category_nl,name,name_de,algorithmus,description,statistical_basis,name_nl,source_de,source_id_de,source_nl,source_id_nl,gemeinden,kreise,zeitbezug_gemeinden,zeitbezug_kreise
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigtenquote,SV Beschäftigte im Alter von 15 bis 64 Jahren am Wohnort <Zeitpunkt> / E 15 -< 65 Jahre <Zeitpunkt> x 100,"Die Beschäftigungsquote gibt den Anteil der sozialversicherungspflichtig Beschäftigten an der erwerbsfähigen Gesamtbevölkerung an. Sie lässt Rückschlüsse auf die soziale Situation der Bevölkerung zu. Eine hohe Beschäftigungsquote sichert die wirtschaftliche und soziale Inklusion und ist Grundvoraussetzung für eine eigenständige Lebensplanung sowie gesellschaftliche Teilhabe. Dem Prinzip der Ganzheitlichkeit folgend, hat die Beschäftigungsquote auch eine große Bedeutung für die Zukunftsfähigkeit einer Kommune und steht in enger Verbindung zwischen der ökonomischen, ökologischen und sozialen Dimension. Bei der Bezugsgröße Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Es bestehen leichte Unterschiede zu den im „Wegweiser Kommune“/SDG-Portal der Bertelsmann-Stiftung veröffentlichten Werte, die im unterschiedlichen Umgang mit Gebietsstandsumrechnungen und Geheimhaltungsfällen resultieren.",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17508,,,,X,,1997 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Quote jüngere Beschäftigte,SV Beschäftigte WO 15 bis unter 30 Jahre <Zeitpunkt> / E 15 -< 30 Jahre <Zeitpunkt> x 100,"Der Indikator gibt die SV Beschäftigten am Wohnort im Alter von 15 bis 30 Jahren je 100 Einwohner dieser Altersgruppe an. Ein hoher Anteil ist ein Hinweis auf eine eher 'junge' Beschäftigtenstruktur und ein Maß für potenzielle Ressourcen auf dem Arbeitsmarkt. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei der Bezugsgröße der 15- bis unter 30-Jährigen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06., bei der Bevölkerung um Zahlen zum Stichtag 31.12. des Jahres.",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17509,,,,X,,2010 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Quote ältere Beschäftigte,SV Beschäftigte im Alter von 55 bis 64 Jahren am Wohnort <Zeitpunkt> / E 55 -< 65 Jahre <Zeitpunkt> x 100,"Die Beschäftigungsquote 55- bis 64-Jähriger gibt den Anteil der sozialversicherungspflichtigen Beschäftigten an der Gesamtbevölkerung gleichen Alters an. Sie lässt Rückschlüsse auf die Erwerbschancen einer demographischen Gruppe zu, die nach Arbeitslosigkeit oft nur unter großen Anstrengungen wieder in das Berufsleben zurückfindet. Dies hat mitunter erhebliche Auswirkungen auf die soziale und gesundheitliche Situation. Eine hohe Beschäftigungsquote dieser Altersgruppe sichert die wirtschaftliche und soziale Inklusion im Sinne der Sicherstellung einer eigenständigen Lebensplanung sowie gesellschaftlicher Teilhabe. Bei der Bezugsgröße Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Es bestehen leichte Unterschiede zu den im „Wegweiser Kommune“/SDG-Portal der Bertelsmann-Stiftung veröffentlichten Werte, die im unterschiedlichen Umgang mit Gebietsstandsumrechnungen und Geheimhaltungsfällen resultieren.",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17510,,,,X,,2005 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigtenquote Frauen,SV beschäftigte Frauen WO <Zeitpunkt> / weibl. E  15 bis < 65 Jahre <Zeitpunkt> x 100,"Der Indikator bildet das Ausmaß der Beschäftigung von Frauen bezogen auf die Erwerbsfähigen dieser Bevölkerungsgruppe ab. Konkret beschreibt er die Zahl sozialversicherungspflichtig beschäftigter Frauen am Wohnort je 100 Frauen im erwerbsfähigen Alter (15 bis unter 65 Jahre). Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei der Bezugsgröße der 15- bis unter 65-jährigen Frauen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06., bei der Bevölkerung um Zahlen zum Stichtag 31.12. des Jahres.",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17511,,,,X,,1997 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Verhältnis junge zu alte Erwerbsfähige,E 15 bis < 20 Jahre <Zeitpunkt> x 100 / E 60 bis < 65 Jahre <Zeitpunkt>,"Der Indikator gibt einen Hinweis auf das in einer Region vorhandene Potenzial an Nachwuchskräften. Ein Wert > 100 bedeutet, dass es mehr jüngere als ältere Erwerbsfähige gibt. Der Indikator sagt jedoch nichts über die Ausstattung mit Arbeitsplätzen aus. Bei den Bevölkerungszahlen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Bevölkerung handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,,Inkar,17513,,,,X,,1995 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigtenquote Männer,SV beschäftigte Männer am Wohnort <Zeitpunkt> / männl. E 15 bis < 65 Jahre <Zeitpunkt> x 100,"Der Indikator bildet das Ausmaß der Beschäftigung von Männern bezogen auf die Erwerbsfähigen dieser Bevölkerungsgruppe ab. Konkret beschreibt er die Zahl sozialversicherungspflichtig beschäftigter Männer am Wohnort je 100 Männer im erwerbsfähigen Alter (15 bis unter 65 Jahre). Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei der Bezugsgröße der 15- bis unter 65-jährigen Männern ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06., bei der Bevölkerung um Zahlen zum Stichtag 31.12. des Jahres.",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17514,,,,X,,1997 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Erwerbsquote,zivile Erwerbspersonen <Zeitpunkt> / E 15 bis < 65 Jahre <Zeitpunkt> x 100,"Die Erwerbsquote misst das regionale Angebot an Arbeitskräften, d.h. das zur Verfügung stehende Potenzial, bezogen auf die Erwerbsfähigen. Erwerbspersonen setzen sich aus den Erwerbstätigen (Erwerbstätige = Arbeitnehmer + Selbständige/mithelfende Familienangehörige) und den Arbeitslosen zusammen. Das erwerbsfähige Alter wird aus Gründen der Vergleichbarkeit mit internationalen Quoten zwischen 15 bis unter 65 Jahre angenommen. Bei der Bezugsgröße der 15- bis unter 65-Jährigen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der Bundesagentur für Arbeit,,Inkar,17515,,,,X,,1998 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Erwerbsquote Frauen,zivile Erwerbspersonen weiblich <Zeitpunkt> / Frauen 15 bis < 65 Jahre <Zeitpunkt> x 100,"Weibliche Erwerbsquote. Die weibliche Erwerbsquote misst das regionale Angebot an Arbeitskräften, d.h. das zur Verfügung stehende Potenzial, bezogen auf die weiblichen Erwerbsfähigen. Erwerbspersonen setzen sich aus den Erwerbstätigen (Erwerbstätige = Arbeitnehmer + Selbständige/mithelfende Familienangehörige) und den Arbeitslosen zusammen. Das erwerbsfähige Alter wird aus Gründen der Vergleichbarkeit mit internationalen Quoten zwischen 15 bis unter 65 Jahre angenommen. Bei der Bezugsgröße der 15- bis unter 65-jährigen Frauen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der Bundesagentur für Arbeit,,Inkar,17516,,,,X,,2008 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Erwerbsquote Männer,zivile Erwerbspersonen männlich <Zeitpunkt> / Männer 15 bis < 65 Jahre <Zeitpunkt> x 100,"Männliche Erwerbsquote. Die männliche Erwerbsquote misst das regionale Angebot an Arbeitskräften, d.h. das zur Verfügung stehende Potenzial, bezogen auf die männlichen Erwerbsfähigen. Erwerbspersonen setzen sich aus den Erwerbstätigen (Erwerbstätige = Arbeitnehmer + Selbständige/mithelfende Familienangehörige) und den Arbeitslosen zusammen. Das erwerbsfähige Alter wird aus Gründen der Vergleichbarkeit mit internationalen Quoten zwischen 15 bis unter 65 Jahre angenommen. Bei der Bezugsgröße der 15- bis unter 65-jährigen Frauen ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der Bundesagentur für Arbeit,,Inkar,17517,,,,X,,2008 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Selbständigenquote,Selbständige <Zeitpunkt> / Erwerbstätige >Zeitpunkt> x 100,"Selbständige sind Personen, die keine abhängige Beschäftigung, sondern eine selbständige Tätigkeit ausüben. Dies sind bspw. Personen, die ein Unternehmen oder einen Betrieb beziehungsweise Arbeitsstätte als Eigentümerinnen beziehungsweise Eigentümer, Miteigentümerinnen beziehungsweise Miteigentümer, Pächterinnen beziehungsweise Pächter oder als selbstständige Handwerker oder Gewerbebetreibende leiten sowie freiberuflich Tätige. Sie können im Gegensatz zu nicht selbständigen Arbeitnehmern Arbeitszeit, -ort, -umfang, Art und Reihenfolge der Arbeit frei bestimmen. Die meisten Selbständigen unterliegen nicht der Versicherungspflicht, können im Rahmen bestimmter Fristen aber auf Antrag versicherungspflichtig werden. Zu den Selbständigen werden auch mithelfende Familienangehörige gezählt. Die Zahl der Selbstständigen wird aus der Differenz der Erwerbstätigen und den Arbeitsnehmern berechnet (Arbeitnehmer = sozialversicherungspflichtig Beschäftigte + Beamte/Richter/Soldaten. Erwerbstätige = Arbeitnehmer + Selbständige/mithelfende Familienangehörige.).",Arbeitskreis Erwerbstätigenrechnung des Bundes und der Länder,,Inkar,17518,,,,X,,2000 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Teilzeitbeschäftige Frauen,SV Beschäftigte Frauen AO (Teilzeit) <Zeitpunkt> / SV Beschäftigte Frauen AO <Zeitpunkt> x 100,"Ausmaß der Teilzeitbeschäftigung (nach Klassifikation der Berufe 2010) der sozialversicherungspflichtig beschäftigten Frauen am Arbeitsort in %. Teilzeitbeschäftigungsverhältnisse sind nach wie vor durch hohe Frauenanteile charakterisiert. Der Indikator kann ein Hinweis auf 'moderne' Strukturbedingungen (bspw. Vereinbarkeit von Familie und Erwerbsleben) sein. Allerdings gibt es hierunter auch unfreiwillig Teilzeitbeschäftigte, die gerne Vollzeit arbeiten würden, jedoch keine entsprechende Stelle auf dem Arbeitsmarkt finden. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet.",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17519,,,,X,,2012 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte am AO ohne Berufsabschluss,SV Beschäftigte AO ohne Berufsabschluss <Zeitpunkt> / SV Beschäftigte AO <Zeitpunkt> x 100,"Anteil der SV Beschäftigten am Arbeitsort ohne einen beruflichen Ausbildungsabschluss nach Klassifikation der Berufe 2010 (KldB 2010). Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17521,,,,X,,2012 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte am AO mit Berufsabschluss,"SV Beschäftigte AO mit Berufsabschluss, ohne akadem. Abschluss <Zeitpunkt> / SV Beschäftigte  AO <Zeitpunkt> x 100","Anteil der SV Beschäftigten am Arbeitsort mit einem anerkannten Berufsabschluss (dazu zählen Abschlüsse einer anerkannten Berufsausbildung, Meister-/Techniker- oder gleichwertiger Fachschulabschluss, nicht aber akademische Abschlüsse) nach Klassifikation der Berufe 2010 (KldB 2010). Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17522,,,,X,,2012 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte am AO mit akademischem Berufsabschluss,SV Beschäftigte AO mit akademischem Berufsabschluss <Zeitpunkt> / SV Beschäftigte AO <Zeitpunkt> x 100,"Vor dem Hintergrund des Fach- und Führungskräftemangels ist ein hoher Anteil an Hochqualifizierten der wirtschaftlichen Leistungsfähigkeit und speziell der Innovationsfähigkeit zuträglich. Entscheidend für Kommunen ist die Verfügbarkeit von hochqualifizierten Fachkräften bzw. ihre Anziehungskraft auf Fachkräfte als Arbeits- und als Wohnort. Neben dem ökonomischen Wachstum, das höhere Einnahmen über die Gewerbesteuer mit sich bringt, sind weitere positive Wirkungen, wie z. B. auf die Sozialstruktur und das öffentliche Leben möglich, sofern die Hochqualifizierten nicht nur in der betreffenden Kommune arbeiten, sondern auch wohnen. Diese Wirkungen stützen das Nachhaltigkeitsprinzip der Generationengerechtigkeit. Hinweise zu den Daten: SV Beschäftigte am Arbeitsort nach Klassifikation der Berufe 2010 (KldB 2010)!. eingeschränkte Vergleichbarkeit mit Vorjahren. - Sozialversicherungspflichtig Beschäftigte = (Arbeiter und Angestellte und Personen in beruflicher Ausbildung, die in gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind), also ohne Berücksichtigung von Beamten, Selbständigen, mithelfenden Familienangehörigen, geringfügig Beschäftigten. Insgesamt werden damit nur 65-85 % aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17523,,,,X,,2012 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte mit Anforderungsniveau Experte,SV Beschäftigte AO Anforderungsniveau Experte <Zeitpunkt> / SV Beschäftigte <Zeitpunkt> x 100,"Anteil der SV Beschäftigten am Arbeitsort mit Anforderungsniveau Experte nach Klassifikation der Berufe 2010 (KldB 2010). Zum Anforderungsniveau Experte zählen hoch komplexe Tätigkeiten mit einem sehr hohen Kenntnis- und Fertigkeitsniveau sowie Leitungs- und Führungsaufgaben und mindestens einer vierjährigen Hochschulausbildung bzw. einer entsprechenden Berufserfahrung. Die Summe der Anteile ergibt weniger als 100 Prozent, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17524,,,,X,,2013 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte mit Anforderungsniveau Fachkraft,SV Beschäftigte AO Anforderungsniveau Fachkraft <Zeitpunkt> / SV Beschäftigte <Zeitpunkt> x 100,"Anteil der SV Beschäftigten am Arbeitsort mit Anforderungsniveau Fachkraft nach Klassifikation der Berufe 2010 (KldB 2010). Zum Anforderungsniveau Fachkraft zählen fachlich ausgerichtete Tätigkeiten mit fundierten Fachkenntnissen und Fertigkeiten. Der Abschluss einer mindestens zweijährigen Berufsausbildung oder vergleichbare Qualifikation ist hierzu notwendig. Die Summe der Anteile ergibt weniger als 100 Prozent, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17525,,,,X,,2013 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte mit Anforderungsniveau Helfer,SV Beschäftigte Anforderungsniveau Helfer <Zeitpunkt> / SV Beschäftigte <Zeitpunkt> x 100,"Anteil der SV Beschäftigten am Arbeitsort mit Anforderungsniveau Helfer nach Klassifikation der Berufe 2010 (KldB 2010). Zum Anforderungsniveau Helfer zählen Helfer- und Anlerntätigkeiten mit einfachen, wenig komplexe (Routine-)Tätigkeiten für die entweder eine einjährige (geregelte) Berufsausbildung oder auch kein formaler beruflicher Bildungsabschluss notwendig ist. Die Summe der Anteile ergibt weniger als 100 Prozent, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17526,,,,X,,2013 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte mit Anforderungsniveau Spezialist,SV Beschäftigte AO Anforderungsniveau Spezialist <Zeitpunkt> / SV Beschäftigte <Zeitpunkt> x 100,"Anteil der SV Beschäftigten am Arbeitsort mit Anforderungsniveau Spezialist nach Klassifikation der Berufe 2010 (KldB 2010). Zum Anforderungsniveau Spezialist zählen komplexe Spezialistentätigkeiten mit notwendigen Spezialkenntnissen und -Fertigkeiten sowie häufig gehobenen Fach- und Führungsaufgaben. Notwendig ist eine Meister- oder Technikerausbildung oder gleichwertiger Fachschul- oder Hochschulabschluss. Die Summe der Anteile ergibt weniger als 100 Prozent, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17527,,,,X,,2013 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte in IT- und naturwissenschaftlichen Dienstleistungsberufen,SV Beschäftigte AO in IT- und naturwissenschaftlichen Dienstleistungsberufen <Zeitpunkt> / SV Beschäftigte AO <Zeitpunkt> * 100,,Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,17806,,,,X,,2013 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte am WO mit akademischen Abschluss,SV Beschäftigte WO mit akademischem Berufsabschluss <Zeitpunkt> / SV Beschäftigte WO <Zeitpunkt> x 100,"Anteil der SV Beschäftigten am Wohnort mit einem akademischen Abschluss (dazu zählen Bachelor, Diplom, Magister, Master, Staatsexamen, Promotion) nach Klassifikation der Berufe 2010 (KldB 2010). Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,18167,,,,X,,2012 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte am WO ohne Berufsabschluss,SV Beschäftigte WO ohne Berufsabschluss <Zeitpunkt> / SV Beschäftigte WO <Zeitpunkt> x 100,"Anteil der SV Beschäftigten am Wohnort ohne einen beruflichen Ausbildungsabschluss nach Klassifikation der Berufe 2010 (KldB 2010). Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,18487,,,,X,,2012 - 2020
,,Beschäftigung und Erwerbstätigkeit,,,Beschäftigte am WO mit Berufsabschluss,"SV Beschäftigte WO mit Berufsabschluss, ohne akadem. Abschluss <Zeitpunkt> / SV Beschäftigte  WO <Zeitpunkt> x 100","Anteil der SV Beschäftigten am Wohnort mit einem anerkannten Berufsabschluss (dazu zählen Abschlüsse einer anerkannten Berufsausbildung, Meister-/Techniker- oder gleichwertiger Fachschulabschluss, nicht aber akademische Abschlüsse) nach Klassifikation der Berufe 2010 (KldB 2010). Sozialversicherungspflichtig Beschäftigte sind Arbeiter, Angestellte und Personen in beruflicher Ausbildung, die in der gesetzlicher Renten-, Kranken- und/oder Arbeitslosenversicherung pflichtversichert sind. Keine Berücksichtigung finden hier also Beamte, Selbständige, mithelfende Familienangehörige oder geringfügig Beschäftigte. Insgesamt werden so nur rund 75% aller Erwerbstätigen erfasst. Trotz dieser Einschränkung werden die sozialversicherungspflichtig Beschäftigten als Maß der dem Arbeitsmarkt zur Verfügung stehenden Arbeitsplätze verwendet. Bei den Beschäftigten handelt es sich um Zahlen zum Stichtag 30.06..",Beschäftigtenstatistik der Bundesagentur für Arbeit,,Inkar,18586,,,,X,,2012 - 2020
,,Bevölkerung,,,Frauenanteil,Weibl. E <Zeitpunkt> / E <Zeitpunkt> x 100,"Wichtige Einflussfaktoren sind die Geschlechterproportionen bei Geburt und alters- und geschlechtsspezifische Unterschiede bei der Sterblichkeit sowie im Wanderungsverhalten. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Bei der Fortschreibung des Bevölkerungsstandes des Bundes und der Länder handelt es sich um Zahlen zum Stichtag 31.12. des Jahres.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,,Inkar,14006,,,,X,,1995 - 2020
